LATITUDE,LONGITUDE,FIRE_SIZE
37.48166667,-119.71666667,0.5
37.57333333,-119.74166667,0.1
37.67333333,-119.89333333,3.0
37.44,-119.79333333,2.0
37.41833333,-119.635,0.1
37.53166667,-119.91,0.5
37.58833333,-119.85666667,0.1
37.53833333,-119.87,0.1
37.54666667,-119.925,4.0
37.525,-119.68333333,0.1
37.63666667,-119.79666667,10.0
37.90833333,-120.11,1.0
37.92333333,-120.185,0.1
37.865,-119.96333333,0.5
37.80833333,-120.16666667,0.2
37.85,-119.85333333,0.1
37.865,-119.85333333,0.1
37.71833333,-119.94,0.1
37.79,-119.9,1.5
37.71833333,-119.95833333,0.3
37.73166667,-119.88333333,0.1
37.82166667,-120.11,0.1
37.70333333,-119.995,0.1
37.48833333,-119.71333333,2.3
37.50833333,-119.77666667,0.1
37.485,-119.665,0.1
37.49166667,-119.61666667,0.1
37.60666667,-119.92333333,0.5
37.42722222,-119.62777778,0.2
37.635,-119.71833333,0.3
37.535,-119.91833333,5.0
37.57333333,-119.865,0.1
37.44833333,-119.64833333,0.5
37.58833333,-119.74166667,0.2
37.90833333,-120.16666667,0.1
37.92333333,-120.19833333,0.2
37.90722222,-120.22,0.5
37.93833333,-120.07833333,0.1
37.80833333,-120.09166667,0.1
37.85,-119.90833333,2.3
37.82777778,-120.10833333,0.1
37.87166667,-119.96333333,0.1
37.82166667,-119.96333333,0.1
37.74833333,-119.98666667,0.1
37.75166667,-119.875,0.1
37.71166667,-120.06666667,0.1
37.68833333,-119.995,0.1
37.40833333,-119.71,0.2
37.62833333,-119.78,0.1
37.59,-119.76833333,0.1
37.575,-119.87,0.1
37.50166667,-119.82,0.1
37.425,-119.705,0.5
37.43666667,-119.65333333,0.1
37.465,-119.715,1.5
37.585,-119.71166667,3.0
37.565,-119.88833333,0.1
37.88333333,-119.9,0.3
37.88333333,-119.85833333,0.1
37.82138889,-119.86555556,0.7
37.82166667,-119.96333333,0.1
37.82166667,-119.87166667,0.1
37.90833333,-119.98166667,0.1
37.79,-120.04833333,0.1
37.82166667,-120.055,2.0
37.94333333,-120.2,25.0
37.80833333,-120.185,0.2
37.735,-120.01666667,3.5
37.75,-120.0,1.5
37.76166667,-119.88333333,0.1
37.91333333,-119.93333333,0.1
37.65,-119.975,0.1
37.74833333,-120.09166667,0.1
37.74666667,-119.975,0.3
37.70333333,-119.93333333,0.1
37.88333333,-119.855,10.0
37.78333333,-119.92,50.0
37.80833333,-119.875,0.1
37.76,-119.88666667,0.1
37.855,-119.82666667,12371.0
37.85333333,-119.83333333,0.1
37.49833333,-119.76833333,0.1
37.47833333,-119.81333333,1.5
37.58333333,-119.90666667,2.0
37.42833333,-119.84333333,2770.0
37.565,-119.95333333,3.0
37.445,-119.63666667,1.5
37.59,-119.92,0.1
37.54166667,-119.81,0.1
37.945,-120.15166667,2.0
37.83833333,-120.08833333,0.1
37.73333333,-120.06666667,1.0
37.89166667,-119.83333333,0.5
37.84138889,-120.12305556,2.0
37.57666667,-119.845,1.0
37.44833333,-119.62166667,0.5
37.505,-119.79166667,0.1
37.49333333,-119.62833333,0.1
37.825,-120.03333333,0.3
37.81666667,-120.00833333,0.2
37.83333333,-120.10833333,0.1
37.81472222,-120.15027778,0.1
37.81388889,-120.14861111,0.2
37.825,-119.99166667,0.1
37.83166667,-119.89666667,4.0
37.83666667,-120.0,0.1
37.80333333,-119.89,0.5
37.83333333,-119.875,2.0
37.82166667,-119.98166667,0.1
37.75833333,-120.08666667,0.1
37.80166667,-120.03333333,0.1
37.80666667,-120.01666667,0.1
37.84833333,-119.88166667,0.1
37.825,-120.105,0.3
37.82,-120.155,0.1
37.82166667,-120.005,0.1
37.63833333,-119.73,0.1
37.57666667,-119.725,3.0
37.55833333,-119.72333333,0.2
37.49333333,-119.62833333,0.1
37.40833333,-119.62,0.1
37.675,-119.83166667,0.1
37.49666667,-119.62833333,0.1
37.54833333,-119.81166667,0.1
37.41833333,-119.69833333,0.1
37.62166667,-119.87166667,1.0
37.42666667,-119.845,0.2
37.72,-120.11,3.0
37.81833333,-119.905,2.0
37.80833333,-119.95166667,0.1
37.91611111,-120.18472222,15.0
37.825,-119.90138889,0.1
37.8175,-120.10166667,0.2
37.77138889,-120.115,0.2
37.73222222,-119.88222222,1.5
37.71666667,-119.86083333,1.0
37.86972222,-119.9275,0.5
37.77638889,-119.97222222,1.0
37.71694444,-119.90027778,15.0
37.76388889,-119.85194444,3.0
37.80666667,-119.98472222,3.0
37.8225,-120.03138889,0.1
37.80944444,-120.02,1.0
37.81916667,-120.15805556,0.1
37.80666667,-119.96472222,0.7
37.80555556,-120.08916667,0.1
37.81527778,-120.14305556,1.0
37.80166667,-120.17166667,1.0
37.72222222,-119.825,50.0
37.825,-120.11666667,8.0
37.83194444,-120.1125,20.0
37.82305556,-120.0175,4028.0
37.53583333,-119.73388889,0.1
37.51777778,-119.75222222,1.0
37.40166667,-119.65027778,0.1
37.55166667,-119.71861111,3.0
37.585,-119.83583333,3.0
37.45083333,-119.65166667,0.5
37.50138889,-119.71666667,0.2
37.41777778,-119.66722222,1.0
37.4025,-119.65027778,0.2
37.53361111,-119.70055556,0.2
37.485,-119.61916667,0.1
37.56805556,-119.83555556,0.2
37.43416667,-119.63472222,0.1
37.41333333,-119.86333333,0.1
37.51583333,-119.78861111,0.5
37.53444444,-119.68583333,0.2
37.65055556,-119.88361111,83.0
37.53472222,-119.61722222,0.2
37.485,-119.70138889,0.1
37.50111111,-119.70083333,0.1
37.48361111,-119.68444444,0.1
37.9175,-119.99194444,0.5
37.92305556,-120.10111111,1.5
37.91166667,-120.095,0.5
37.82611111,-120.05666667,0.3
37.73361111,-120.10194444,0.1
37.65916667,-119.98861111,0.3
37.85972222,-119.93388889,1.0
37.75611111,-120.07027778,0.2
37.89333333,-119.94805556,0.5
37.40194444,-119.65055556,0.1
37.74694444,-119.99166667,7.0
37.81944444,-120.0725,0.1
37.85472222,-119.87166667,0.4
37.81194444,-119.87222222,0.1
37.7375,-119.78333333,0.1
37.71472222,-119.8475,0.1
37.735,-119.83944444,0.1
37.71,-119.83416667,0.1
37.87,-119.8725,0.5
37.87944444,-119.86916667,0.1
37.87,-119.85388889,0.2
37.74777778,-120.02805556,0.1
37.82583333,-120.00138889,0.1
37.87583333,-119.88527778,0.1
37.85111111,-119.88555556,0.3
37.8175,-120.08416667,0.1
37.45166667,-119.66861111,0.1
37.50055556,-119.65222222,0.1
37.56,-119.86805556,0.2
37.50166667,-119.68472222,0.1
37.51888889,-119.7175,0.1
37.56666667,-119.73388889,0.1
37.56722222,-119.71916667,0.8
37.66722222,-119.81694444,0.1
37.47277778,-119.63722222,0.1
37.66111111,-119.885,0.1
37.61527778,-119.9525,722.0
37.6875,-119.78666667,0.1
37.83944444,-119.85777778,1.5
37.73055556,-120.1175,0.1
37.73916667,-120.08444444,0.1
37.91888889,-119.98,0.1
37.86222222,-120.14777778,0.1
37.87361111,-119.85305556,0.1
37.80833333,-119.9275,0.1
37.78194444,-119.95472222,0.1
37.93472222,-120.18527778,14.0
37.58805556,-119.8725,1.0
37.56305556,-119.93222222,1.0
37.60138889,-119.85277778,2.0
37.74166667,-120.08777778,6.0
37.7425,-120.03944444,58.0
37.82,-120.07611111,1.0
37.81527778,-119.9325,0.1
37.83722222,-120.07222222,0.5
37.80611111,-119.93472222,0.25
37.82111111,-119.95138889,0.1
37.86166667,-119.81861111,0.1
37.6,-119.85194444,0.1
37.45388889,-119.64083333,0.25
37.41305556,-119.62694444,0.1
37.51833333,-119.76666667,0.25
37.55083333,-119.76722222,0.1
37.53527778,-119.86722222,0.1
37.41277778,-119.66,0.75
37.48472222,-119.62777778,0.1
37.91666667,-120.135,5.0
37.9125,-120.23694444,6.0
37.49138889,-119.62166667,0.1
37.49222222,-119.62361111,0.1
37.65111111,-119.71833333,0.1
37.75916667,-120.06694444,5.0
37.795,-119.89333333,0.1
37.67055556,-119.94861111,0.5
37.73944444,-120.08361111,1.0
37.67722222,-119.83388889,2.0
37.54861111,-119.82027778,0.1
37.89444444,-119.91555556,0.2
37.4425,-119.62888889,3.0
37.86944444,-119.96222222,1750.0
37.93222222,-119.96444444,0.1
37.54222222,-119.80722222,0.1
37.84777778,-120.04111111,800.0
37.6166,-120.2177,1350.0
37.8833,-120.1677,10.0
37.6333,-120.1344,1.0
37.5499,-120.0343,115.0
37.5833,-120.1677,700.0
37.8166,-120.2344,0.1
37.5166,-120.151,35.0
37.5833,-120.2344,120.0
37.6166,-120.2177,38.0
37.7499,-120.2177,25.0
37.5166,-120.2844,425.0
37.6166,-120.2344,720.0
37.6999,-120.251,0.2
37.8999,-120.1344,22080.0
37.6166,-120.2177,5.0
37.7666,-120.201,500.0
37.7666,-120.2677,470.0
37.7999,-120.251,0.2
37.776539,-120.193919,0.3
37.5116,-120.1693,20.0
37.703381,-120.268489,7.0
37.600639,-120.270189,120.0
37.748311,-120.194039,0.1
37.68695,-120.0646,0.1
37.453919,-119.894861,0.1
37.424669,-120.1685,0.1
37.776539,-120.193919,0.2
37.439639,-119.8586,1.0
37.4399,-119.913289,5.0
37.7466,-120.1977,2.0
37.7899,-120.251,2.0
37.790881,-120.24835,4.0
37.7166,-120.2177,0.1
37.571761,-119.9537,0.1
37.776731,-120.139119,1.0
37.791139,-120.157531,0.5
37.527539,-119.91395,2.0
37.586,-120.270489,2.0
37.615181,-120.27005,0.2
37.839089,-120.2234,0.1
37.557431,-120.23395,0.1
37.629139,-120.139661,0.1
37.824481,-120.2414,0.1
37.824689,-120.259961,0.1
37.557289,-119.953469,0.1
37.839219,-120.259981,0.2
37.557031,-120.161319,1.0
37.438939,-119.823639,0.6
37.615239,-120.11855,0.1
37.6747,-120.1796,395.0
37.776539,-120.1758,0.3
37.52805,-120.076561,3.0
37.733981,-120.194219,3.0
37.441719,-120.094381,0.1
37.615181,-120.27005,3.0
37.853731,-120.223331,0.1
37.7763,-120.268511,0.3
37.6866,-120.2157,978.0
37.776731,-120.139119,13.0
37.807861,-120.205239,0.5
37.733981,-120.194219,0.1
37.824761,-120.205381,0.1
37.9391,-120.2341,4.0
37.807861,-120.205239,0.1
37.839219,-120.259981,0.1
37.733739,-120.139431,0.1
37.586181,-120.2152,0.5
37.839089,-120.2234,0.1
37.557261,-119.934911,0.1
37.839089,-120.2234,0.5
37.791111,-120.175819,0.1
37.615739,-120.214881,50.0
37.527961,-120.00455,2.0
37.54287,-119.67853,0.2
37.79614,-119.84118,6.0
37.79643,-119.83665,0.5
37.78748,-119.79623,0.3
37.80907,-119.7481,0.1
37.81659,-119.71768,0.1
37.93326,-119.76614,0.2
37.89662,-119.74543,0.1
37.71589,-119.65202,0.1
37.86651,-119.70949,15.0
37.92568,-119.87938,0.4
37.74516,-119.80749,0.1
37.75924,-119.61323,0.4
37.90946,-119.79732,0.2
37.92905,-119.78054,1.5
37.91557,-119.7673,0.1
37.7502,-119.6185,0.1
37.93699,-119.85525,0.6
37.69888,-119.64769,0.2
37.8831,-119.7687,0.1
37.8708,-119.7588,0.1
37.88258,-119.73718,0.1
37.90048,-119.73518,0.1
37.9285,-119.74264,0.1
37.86944,-119.75193,0.1
37.86862,-119.80555,0.4
37.91014,-119.74537,0.1
37.8144,-119.73989,0.4
37.53089,-119.61416,0.1
37.77924,-119.86188,0.1
37.9156,-119.81575,0.1
37.78387,-119.8641,0.1
37.80526,-119.85528,0.2
37.83189,-119.81574,0.3
37.86815,-119.76063,0.1
37.91286,-119.74445,0.1
37.80419,-119.79834,0.1
37.83884,-119.63228,0.1
37.72563,-119.64648,0.1
37.5355,-119.6532,0.3
37.84702,-119.64089,0.1
37.71746,-119.66643,0.1
37.72881,-119.60895,0.1
37.79797,-119.71384,0.1
37.74542,-119.64318,0.2
37.77548,-119.65263,0.2
37.73325,-119.63966,0.1
37.7426,-119.6325,0.1
37.81349,-119.63763,0.1
37.90326,-119.82019,0.1
37.8666,-119.651,0.1
37.79834,-119.86688,0.1
37.71455,-119.66512,0.1
37.59938,-119.68367,0.2
37.81658,-119.76768,0.1
37.8552,-119.80264,56.0
37.6499,-119.7343,0.5
37.72796,-119.62428,0.1
37.6513,-119.8843,0.1
37.72298,-119.6258,0.1
37.62625,-119.66532,1.0
37.63168,-119.65628,0.3
37.67531,-119.77755,0.1
37.74616,-119.80687,0.4
37.67919,-119.75674,0.1
37.53728,-119.62928,0.3
37.72246,-119.65048,0.2
37.72281,-119.62538,0.1
37.74297,-119.7114,0.1
37.7148,-119.72538,0.1
37.79863,-119.87566,0.1
37.75123,-119.80332,0.1
37.72112,-119.64768,0.1
37.74779,-119.72397,2.0
37.75331,-119.7367,0.1
37.74381,-119.62395,0.5
37.76627,-119.80519,1.3
37.72451,-119.6448,0.1
37.52393,-119.63941,0.1
37.5087,-119.66346,1.5
37.67594,-119.80974,5.0
37.55362,-119.66533,0.1
37.72821,-119.61892,0.1
37.92126,-119.61931,17.0
37.71682,-119.64924,0.1
37.67893,-119.76115,0.1
37.77774,-119.60593,1.0
37.65316,-119.72199,0.5
37.65924,-119.72917,2.0
37.83639,-119.61265,0.1
37.71641,-119.71793,0.1
37.54284,-119.64261,0.1
37.9166,-119.8343,50.0
37.72784,-119.62003,0.1
37.7279,-119.61946,0.1
37.8972,-119.73989,0.1
37.88277,-119.72491,0.1
37.8697,-119.7583,0.1
37.9071,-119.65007,0.3
37.84148,-119.77998,0.1
37.79245,-119.71864,0.1
37.72311,-119.63789,0.1
37.55372,-119.6732,0.3
37.7833,-119.6132,0.1
37.80165,-119.87451,0.1
37.65241,-119.70359,0.1
37.7719,-119.6396,0.1
37.8016,-119.6232,0.1
37.4852,-119.6185,0.1
37.85118,-119.6608,0.1
37.7016,-119.75411,0.1
37.58689,-119.6891,0.8
37.54588,-119.64019,0.1
37.53764,-119.6623,0.5
37.67735,-119.74838,0.1
37.76302,-119.84245,0.1
37.70113,-119.75409,0.1
37.70806,-119.63536,163.0
37.54191,-119.64437,0.1
37.67154,-119.79628,0.1
37.72231,-119.64853,0.1
37.6855,-119.7566,0.1
37.73633,-119.72812,0.1
37.54895,-119.63241,0.1
37.6638,-119.8649,0.1
37.55525,-119.62714,3.5
37.7498,-119.78144,0.1
37.75094,-119.79329,0.2
37.72629,-119.64631,0.1
37.70322,-119.7595,0.1
37.54695,-119.6791,0.1
37.55468,-119.62813,0.1
37.92818,-119.74129,0.1
37.8194,-119.6418,92.0
37.71196,-119.64734,40.0
37.72938,-119.77689,0.1
37.92531,-119.74843,0.2
37.6995,-119.67543,1.5
37.88945,-119.83609,15.0
37.54851,-119.64601,0.1
37.54141,-119.65412,0.5
37.67258,-119.7852,0.1
37.86074,-119.61727,0.1
37.69758,-119.7544,0.1
37.53937,-119.63503,0.5
37.69849,-119.75315,0.3
37.8541,-119.783,0.1
37.54709,-119.63476,1.0
37.71892,-119.66379,0.3
37.936,-119.8482,0.2
37.9333,-119.8566,0.1
37.9038,-119.7343,0.1
37.7458,-119.6493,3.0
37.52795,-119.62694,3.0
37.74031,-119.64386,3.0
37.74742,-119.80023,0.1
37.74182,-119.60505,0.1
37.67257,-119.79835,0.1
37.72159,-119.62191,0.5
37.72284,-119.62475,0.1
37.9166,-119.751,0.1
37.67473,-119.77056,0.3
37.74397,-119.75923,0.1
37.72505,-119.64551,0.1
37.72142,-119.64212,0.1
37.71981,-119.62836,0.1
37.67862,-119.75538,0.1
37.53438,-119.65019,0.1
37.6499,-119.8677,0.1
37.84362,-119.79894,0.1
37.70565,-119.66679,0.1
37.7251,-119.63357,0.5
37.50789,-119.63119,0.2
37.67787,-119.75005,0.1
37.84992,-119.65267,0.1
37.85045,-119.63023,0.1
37.85133,-119.63618,0.1
37.71229,-119.64348,0.3
37.65901,-119.67021,0.1
37.6447,-119.6143,0.1
37.7949,-119.6366,0.1
37.7549,-119.6832,0.1
37.8327,-119.73628,0.1
37.8769,-119.6899,133.0
37.9188,-119.7943,0.1
37.8805,-119.6288,0.2
37.77465,-119.78879,0.1
37.5266,-119.7327,0.1
37.71573,-119.65685,0.1
37.72751,-119.64609,0.1
37.60121,-119.67386,0.5
37.81514,-119.7436,0.1
37.8471,-119.6146,865.8
37.53732,-119.6549,0.1
37.67144,-119.79731,0.1
37.74092,-119.80223,0.1
37.9308,-119.6149,11705.4
37.78963,-119.7735,0.1
37.72022,-119.65826,0.1
37.56748,-119.61499,0.5
37.84062,-119.73543,0.1
37.88511,-119.81308,0.1
37.89405,-119.81777,0.1
37.72605,-119.64663,0.1
37.7285,-119.6342,1.2
37.75495,-119.79661,0.1
37.67741,-119.76429,0.1
37.818,-120.2524,0.1
37.838919,-120.241539,2.0
37.704611,-120.2498,0.1
37.454019,-119.931181,0.1
37.824481,-120.2414,0.2
37.60035,-120.0079,0.1
37.807789,-120.22335,0.1
37.839089,-120.2234,0.1
37.557289,-119.953469,5.0
37.542931,-119.910569,0.1
37.557289,-119.953469,0.1
37.4399,-119.913289,0.1
37.453669,-119.768461,0.1
37.468039,-119.733531,0.1
37.543131,-120.02615,0.3
37.557289,-119.953469,3.0
37.46805,-119.75165,0.1
37.453631,-119.750519,0.1
37.807861,-120.186989,3.0
37.468061,-119.769519,0.1
37.6166,-120.2177,8600.0
37.854061,-120.205261,1.0
37.588,-119.9438,0.1
37.586361,-119.990019,0.1
37.586181,-120.2152,15.0
37.790881,-120.24835,2.0
37.657789,-120.0998,0.5
37.453889,-119.913239,0.1
37.8085,-120.11295,6.0
37.8085,-120.11295,0.1
37.441511,-120.076061,2.0
37.557261,-119.934911,0.1
37.468611,-120.276789,1.0
37.925789,-120.259231,0.1
37.571761,-119.9537,0.1
37.440039,-119.895139,0.1
37.9256,-120.222769,0.1
37.77645,-120.157411,0.1
37.925789,-120.259231,0.1
37.52765,-119.895811,0.1
37.70525,-120.231381,0.1
37.439569,-119.949569,3.5
37.805411,-120.272839,0.1
37.7463,-120.2513,0.1
37.453669,-119.768461,0.1
37.776539,-120.1758,102.0
37.453631,-119.750519,0.2
37.7463,-120.2513,11185.0
37.808389,-120.13125,0.1
37.925719,-120.240681,0.1
37.7897,-120.2502,0.1
37.853889,-120.259961,0.1
37.854061,-120.205261,0.1
37.790881,-120.24835,0.1
37.824481,-120.2414,0.1
37.527539,-119.91395,0.1
37.571761,-119.9537,0.5
37.6169,-120.1444,2.0
37.839461,-120.205411,0.1
37.557789,-120.008369,2.0
37.453919,-119.894861,0.4
37.5428,-119.934731,0.5
37.438939,-119.823639,0.5
37.427339,-120.09445,0.3
37.441719,-120.094381,1.0
37.838919,-120.241539,0.1
37.6744,-120.198,22.0
37.820039,-120.273169,2.0
37.7608,-120.0496,1.0
37.839461,-120.205411,0.1
37.439331,-119.840539,0.7
37.453669,-119.768461,0.1
37.438939,-119.823639,2.0
37.6169,-120.126,0.5
37.6024,-119.9616,2.0
37.704931,-120.19455,0.5
37.940389,-120.259281,0.1
37.67185,-120.118381,4.0
37.896781,-120.204769,0.1
37.468039,-119.733531,1.0
37.557739,-120.026231,0.3
37.542931,-119.910569,0.5
37.940389,-120.259281,0.1
37.824761,-120.205381,0.3
37.4399,-119.913289,0.8
37.7033,-120.2338,0.1
37.896489,-120.240539,0.1
37.896669,-120.25925,0.1
37.6169,-120.2174,681.0
37.719589,-120.194331,1.0
37.776539,-120.1758,0.1
37.8536,-120.241439,0.5
37.439569,-119.949569,0.6
37.498339,-120.20285,0.1
37.824531,-120.2234,0.1
37.824531,-120.2234,0.1
37.542681,-120.179411,0.3
37.6555,-120.0255,0.1
37.542989,-119.971681,1.0
37.9083,-120.2585,1.0
37.911219,-120.25915,1.0
37.839089,-120.2234,0.3
37.543011,-120.044231,0.3
37.807861,-120.186989,0.2
37.6888,-120.0694,0.2
37.6888,-120.0877,0.2
37.67185,-120.118381,0.1
37.528031,-120.202381,1.6
37.807789,-120.22335,0.1
37.454019,-119.931181,0.1
37.808269,-120.058161,0.1
37.747361,-120.248931,58.0
37.824531,-120.2234,0.1
37.58625,-119.95385,0.1
37.571761,-119.9537,0.2
37.4399,-119.913289,0.5
37.600411,-120.17895,0.3
37.882439,-120.259839,0.2
37.70525,-120.231381,0.1
37.454019,-119.931181,0.2
37.42505,-119.931519,0.1
37.5576,-120.044481,20.0
37.882831,-120.168889,0.1
37.824761,-120.205381,2.0
37.4399,-119.913289,0.3
37.704931,-120.19455,0.1
37.925789,-120.259231,1.0
37.70285,-120.10125,0.1
37.748031,-120.1394,0.1
37.6599,-120.1432,10.0
37.719481,-120.17585,2.0
37.70525,-120.231381,5.0
37.7033,-120.2521,5.0
37.441719,-120.094381,0.1
37.5591,-119.981,15.0
37.45405,-119.9493,0.5
37.600719,-120.045161,0.2
37.6169,-120.1807,11.0
37.854061,-120.205261,0.1
37.68995,-120.17605,0.1
37.776539,-120.1758,0.5
37.557261,-119.934911,0.1
37.748031,-120.1394,1.0
37.453889,-119.913239,0.1
37.453919,-119.894861,0.2
37.542681,-120.179411,45.0
37.7031,-120.2533,2.0
37.8167,-120.2786,0.1
37.816747,-120.278714,1.0
37.557289,-119.953469,0.8
37.7164,-120.2831,0.1
37.7258,-120.2819,50.0
37.70525,-120.231381,0.1
37.7397,-120.1331,2.0
37.719611,-120.231319,2.0
37.542931,-119.910569,0.3
37.571761,-119.9537,0.1
37.7267,-120.2397,165.0
37.571989,-120.04475,0.1
37.527389,-119.878319,0.1
37.7319,-120.2561,0.5
37.528039,-120.022569,0.1
37.8396,-120.2283,0.5
37.820886,-120.226828,0.5
37.815117,-120.27385,3.0
37.427017,-119.85305,0.2
37.720903,-120.203328,0.1
37.437647,-119.858886,0.1
37.565286,-119.96575,5.0
37.518,-120.234,0.1
37.836467,-120.239833,1.0
37.721928,-120.273239,1.0
37.707217,-120.199656,0.1
37.8139,-120.2725,0.2
37.814247,-120.272203,1.0
37.814247,-120.272203,1.0
37.814247,-120.272203,1.0
37.564828,-120.170308,1.4
37.72445,-120.186053,68.0
37.7106,-120.1969,110.0
37.449517,-119.8528,0.3
37.807072,-120.260133,1.0
37.8364,-120.2208,0.5
37.839644,-120.230197,0.1
37.6169,-120.1797,11.0
37.714067,-120.195258,0.1
37.546578,-120.187097,0.8
37.557578,-120.017842,0.1
37.4643,-119.7362,0.1
37.819856,-120.133392,0.1
37.4643,-119.7362,0.3
37.768769,-120.187708,0.5
37.538217,-119.953503,0.1
37.540281,-120.091878,0.1
37.565558,-119.941381,0.1
37.441089,-120.102247,0.1
37.774167,-120.182919,1.0
37.841425,-120.211944,0.3
37.7742,-120.182947,0.5
37.9397,-120.2289,0.1
37.822625,-120.261161,0.1
37.439878,-120.084781,0.1
37.937114,-120.247889,1.0
37.793222,-120.249117,0.1
37.848431,-120.202272,0.1
37.482008,-120.272428,1.0
37.855686,-120.211803,0.1
37.462958,-119.777458,1.0
37.604639,-119.966058,0.1
37.700139,-120.092989,1.0
37.435481,-120.092228,2.0
37.458867,-119.916428,33.0
37.710428,-120.196978,2.0
