LATITUDE,LONGITUDE,FIRE_SIZE
30.9978,-92.7294,2.0
31.0183,-92.8019,20.0
30.9583,-92.7642,20.0
30.9881,-92.7528,0.1
30.9289,-92.7639,15.0
30.9733,-92.7294,10.0
30.9436,-92.7983,1.0
30.9286,-92.7294,2.0
30.9731,-92.7639,5.0
30.9731,-92.7811,25.0
30.9731,-92.7811,3.0
30.9436,-92.7528,10.0
31.0767,-92.7683,30.0
31.0767,-92.7683,6.0
30.9878,-92.7639,3.0
30.9289,-92.7639,0.1
30.9583,-92.7642,0.1
30.9731,-92.7811,1.0
30.9878,-92.7811,1.0
30.9289,-92.7639,2.0
31.0183,-92.8192,2.0
30.9292,-92.8856,2.0
30.9292,-92.9028,12.0
30.9586,-92.8331,1.0
30.9586,-92.8331,5.0
30.9586,-92.8331,3.0
30.9439,-92.8508,2.0
31.0183,-92.8361,25.0
30.9736,-92.8331,3.0
31.0056,-92.8328,20.0
30.9292,-92.9028,1.0
30.9586,-92.8331,4.0
31.0056,-92.8328,15.0
31.0061,-92.9017,30.0
30.9583,-92.7983,1.0
30.9731,-92.7442,1.0
30.9436,-92.7642,15.0
31.0181,-92.7314,2.0
30.9733,-92.7981,1.0
30.9583,-92.7442,0.1
30.9436,-92.7642,1.0
30.9878,-92.7811,1.0
30.9583,-92.7983,2.0
30.9586,-92.8156,1.0
31.0331,-92.7675,2.0
30.9878,-92.7639,2.0
30.9878,-92.7639,3.0
30.9586,-92.8156,10.0
31.0619,-92.785,7.0
30.9878,-92.7639,10.0
31.0478,-92.8019,8.0
31.0183,-92.7844,25.0
31.0183,-92.7844,15.0
31.0619,-92.785,4.0
30.9583,-92.7642,3.0
30.9436,-92.7642,2.0
30.9586,-92.8156,1.0
30.9586,-92.8156,3.0
31.0478,-92.8019,10.0
31.0622,-92.8022,4.0
31.0767,-92.7683,2.0
30.9583,-92.7642,2.0
30.9731,-92.7811,5.0
30.9731,-92.7811,10.0
30.9733,-92.7981,2.0
30.9878,-92.7811,0.1
30.9978,-92.7294,1.0
30.9436,-92.7642,12.0
30.9436,-92.7642,1.0
31.0478,-92.8019,1.0
30.9583,-92.7442,0.1
30.9583,-92.7642,0.1
30.9731,-92.7811,5.0
30.9881,-92.8153,0.1
30.9436,-92.7528,0.1
30.9583,-92.7983,5.0
30.9881,-92.7528,3.0
30.9286,-92.7294,1.0
31.0622,-92.8022,3.0
30.9436,-92.8156,1.0
30.9583,-92.7294,2.0
31.0056,-92.8153,1.0
30.9286,-92.7294,2.0
30.9583,-92.7442,2.0
30.9583,-92.7642,1.0
30.9583,-92.7442,1.0
30.9881,-92.7528,1.0
30.9978,-92.7528,2.0
31.0475,-92.7847,7.0
31.0475,-92.7847,3.0
31.0475,-92.7847,5.0
30.9978,-92.7528,20.0
31.0475,-92.7847,200.0
31.0475,-92.7847,2.0
30.9978,-92.7294,1.0
31.0328,-92.7317,3.0
30.9978,-92.7294,30.0
30.9731,-92.7442,10.0
30.9286,-92.7294,1.0
30.9733,-92.7294,30.0
31.0619,-92.785,160.0
30.9731,-92.7442,3.0
31.0622,-92.8194,3.0
31.0475,-92.7847,40.0
31.0475,-92.7847,30.0
31.0333,-92.8019,10.0
31.0333,-92.8019,3.0
31.0619,-92.785,10.0
31.0619,-92.785,7.0
31.0619,-92.785,80.0
30.9583,-92.7983,1.0
31.0181,-92.7314,15.0
30.9881,-92.7528,60.0
30.9881,-92.7528,3.0
30.9286,-92.7528,1.0
30.9289,-92.7811,1.0
30.9733,-92.8153,1.0
30.9583,-92.7642,1.0
30.9733,-92.7981,1.0
31.0183,-92.8192,7.0
30.9292,-92.8683,15.0
30.9292,-92.9028,5.0
30.9439,-92.8683,2.0
30.9586,-92.8331,0.1
30.9292,-92.8856,2.0
30.9442,-92.8856,0.1
30.9292,-92.8683,10.0
30.9292,-92.9028,3.0
30.9439,-92.8683,2.0
31.0186,-92.8533,20.0
30.9292,-92.8683,2.0
30.9292,-92.8683,3.0
30.9736,-92.8331,0.1
30.9439,-92.8508,2.0
30.9744,-92.9025,0.1
30.9889,-92.8853,1.0
30.9881,-92.8153,1.0
30.9289,-92.7639,1.0
30.9881,-92.7528,2.0
30.9286,-92.7294,1.0
30.9286,-92.7294,5.0
30.9881,-92.7528,5.0
30.9286,-92.7294,1.0
30.9286,-92.7294,3.0
30.9881,-92.8153,3.0
30.9731,-92.7811,2.0
30.9289,-92.8156,3.0
30.9731,-92.7811,1.0
30.9878,-92.7811,3.0
30.9878,-92.7811,1.0
30.9878,-92.7639,0.1
30.9733,-92.8153,1.0
31.0183,-92.8019,10.0
30.9583,-92.7642,1.0
30.9878,-92.7639,3.0
30.9878,-92.7639,2.0
30.9878,-92.7639,3.0
30.9286,-92.7294,3.0
30.9731,-92.7442,1.0
30.9289,-92.8156,2.0
30.9731,-92.7442,5.0
31.0767,-92.7683,3.0
30.9733,-92.7981,10.0
30.9436,-92.7528,7.0
30.9733,-92.7981,3.0
30.9436,-92.7983,10.0
30.9733,-92.7981,1.0
30.9436,-92.7642,3.0
30.9436,-92.7983,1.0
30.9583,-92.7983,6.0
30.9289,-92.8156,30.0
31.0183,-92.8019,4.0
30.9286,-92.7294,2.0
30.9289,-92.8156,50.0
30.9289,-92.7639,5.0
30.9289,-92.8156,20.0
30.9733,-92.7981,1.0
30.9733,-92.8153,3.0
30.9733,-92.7294,420.0
30.9289,-92.7983,2.0
30.9731,-92.7639,1.0
30.9881,-92.8153,2.0
30.9436,-92.8156,1.0
30.9436,-92.7642,1.0
30.9289,-92.7639,2.0
30.9436,-92.7528,1.0
30.9286,-92.7294,2.0
30.9436,-92.7642,0.1
30.9286,-92.7528,1.0
30.9289,-92.7639,220.0
30.9289,-92.7983,640.0
30.9583,-92.7294,60.0
30.9733,-92.7981,60.0
30.9436,-92.7294,160.0
30.9436,-92.7642,10.0
30.9436,-92.7642,2.0
30.9436,-92.7642,1.0
30.9881,-92.8153,2.0
31.0056,-92.8153,2.0
30.9289,-92.7639,720.0
30.9731,-92.7811,310.0
30.9583,-92.7442,200.0
30.9583,-92.7442,80.0
30.9731,-92.7811,10.0
30.9583,-92.7294,80.0
30.9583,-92.7442,80.0
30.9583,-92.7294,20.0
30.9583,-92.7642,1.0
30.9436,-92.7294,20.0
30.9731,-92.7811,4.0
30.9731,-92.7811,15.0
30.9436,-92.7642,2.0
30.9583,-92.7442,200.0
30.9583,-92.7814,15.0
30.9583,-92.7814,20.0
30.9436,-92.7642,15.0
30.9583,-92.7294,50.0
30.9878,-92.7639,10.0
30.9881,-92.7294,2.0
30.9289,-92.8156,2.0
30.9436,-92.8156,0.1
30.9289,-92.7811,0.1
30.9436,-92.7642,0.1
30.9731,-92.7811,1.0
30.9289,-92.7983,2.0
30.9731,-92.7639,2.0
30.9289,-92.7639,2.0
30.9878,-92.7639,2.0
30.9731,-92.7811,2.0
30.9733,-92.7981,3.0
30.9289,-92.8156,3.0
30.9286,-92.7294,3.0
30.9733,-92.7981,3.0
30.9878,-92.7639,3.0
30.9289,-92.8156,5.0
30.9881,-92.8153,5.0
30.9586,-92.8156,5.0
30.9878,-92.7639,5.0
30.9583,-92.7442,5.0
30.9586,-92.8331,1.0
30.9586,-92.8331,10.0
30.9292,-92.9028,1.0
30.9292,-92.9028,4.0
30.9589,-92.8508,3.0
30.9589,-92.8508,1.0
30.9586,-92.8331,2.0
30.9444,-92.9028,2.0
30.9292,-92.9028,0.1
30.9292,-92.8683,0.1
30.9586,-92.8331,19.0
30.9439,-92.8508,2.0
30.9592,-92.9025,5.0
30.9444,-92.9028,42.0
30.9586,-92.8331,1.0
30.9586,-92.8331,2.0
30.9439,-92.8331,15.0
30.9586,-92.8331,25.0
30.9292,-92.8683,60.0
30.9589,-92.8683,1.0
30.9439,-92.8508,0.1
30.9439,-92.8508,0.1
30.9292,-92.9028,0.1
30.9439,-92.8508,0.1
30.9292,-92.8508,1.0
30.9736,-92.8331,1.0
30.9439,-92.8508,1.0
30.9292,-92.9028,2.0
30.9292,-92.8508,2.0
31.0183,-92.7844,100.0
31.0183,-92.7844,0.1
31.0056,-92.8153,5.0
30.9978,-92.7981,70.0
30.9583,-92.7983,2.0
30.9881,-92.7528,1.0
31.0056,-92.8153,20.0
30.9286,-92.7294,0.1
30.9289,-92.8156,15.0
30.9881,-92.8153,0.1
30.9286,-92.7294,1.0
30.9731,-92.7811,5.0
30.9439,-92.8331,0.1
30.9442,-92.8856,10.0
30.9292,-92.8508,35.0
30.9292,-92.8683,32.0
31.0189,-92.8878,160.0
31.0622,-92.8194,60.0
30.9878,-92.7639,10.0
30.9881,-92.7528,40.0
30.9286,-92.7294,5.0
30.9878,-92.7639,2.0
30.9583,-92.7983,5.0
30.9286,-92.7528,0.3
30.9878,-92.7639,0.5
30.9436,-92.7811,0.5
30.9436,-92.7642,5.0
30.9586,-92.8156,7.0
30.9733,-92.7981,3.0
30.9731,-92.7442,5.0
30.9583,-92.7642,2.0
30.9881,-92.7528,1.0
30.9733,-92.8153,0.3
30.9881,-92.7528,0.5
31.0333,-92.8019,2.5
31.0767,-92.7683,0.3
30.9733,-92.8153,13.0
30.9586,-92.8331,0.5
31.0183,-92.8361,100.0
30.9292,-92.8856,5.0
31.0186,-92.8706,40.0
30.9439,-92.8683,2.0
30.9442,-92.8856,1.5
31.0628,-92.8706,5.0
30.9586,-92.8331,0.5
30.9586,-92.8331,10.0
30.9586,-92.8331,0.5
30.9586,-92.8331,1.3
30.9292,-92.9028,5.0
30.9439,-92.8331,0.3
30.9739,-92.8683,20.0
31.0166667,-92.8916667,5.0
31.0583333,-92.85,3.0
30.98503,-92.79809,7.5
30.98503,-92.79809,35.0
30.94827,-92.76749,0.5
30.96999,-92.7294,100.0
30.96566,-92.74632,0.5
30.9657,-92.74317,22.0
30.96071,-92.83621,0.5
30.96805,-92.80187,0.5
30.98194,-92.81585,2.0
30.96566,-92.74632,17.0
30.98065,-92.79639,0.5
30.96566,-92.74632,1.0
30.96566,-92.74632,0.5
30.96564,-92.7293,8.0
30.95963,-92.80476,6.5
30.97506,-92.79899,3.0
30.9405,-92.74892,7.0
30.9607,-92.8044,25.0
30.97716,-92.79674,2.0
31.07167,-92.75025,2.0
30.9959,-92.90367,0.25
31.00907,-92.72746,2.5
30.9452,-92.75381,1.5
30.95034,-92.84198,18.0
31.02258,-92.81093,65.0
31.06677,-92.8015,0.5
30.98626,-92.76966,0.5
30.946,-92.9103,53.0
30.94009,-92.80986,3.5
30.96972,-92.76952,0.5
30.95716,-92.8028,5.0
30.9311,-92.7668,7.0
30.98502,-92.75023,1.5
31.0263,-92.85044,21.5
31.00944,-92.82829,0.5
30.95409,-92.79733,1.0
31.01421,-92.72076,4.0
30.96537,-92.76881,4.5
30.94967,-92.75662,1.5
31.07816,-92.7505,13.0
30.98731,-92.76962,0.25
30.98421,-92.78237,0.25
30.94914,-92.78359,33.0
30.93547,-92.81139,0.25
30.95631,-92.80338,0.5
30.9387,-92.80173,1.5
31.02456,-92.81597,8.0
31.02456,-92.81597,0.75
30.96474,-92.79708,0.5
30.95884,-92.73833,1.0
30.95887,-92.87036,47.71
31.00004,-92.8054,0.75
30.95266,-92.76616,6.5
30.99998,-92.8055,3.5
30.97832,-92.79672,0.75
30.9849,-92.76976,0.5
30.94396,-92.76686,26.3
30.97064,-92.83337,3.0
30.92954,-92.76795,1.1
30.99123,-92.74697,5.0
31.07233,-92.78297,2.8
30.96078,-92.83627,1.7
30.94372,-92.76665,1.4
30.97931,-92.79668,0.75
30.94749,-92.76734,49.3
30.9826,-92.7812,0.5
30.99778,-92.72243,0.75
31.06639,-92.72617,0.25
30.9546,-92.82336,4.6
30.95631,-92.76893,5.5
30.92901,-92.82522,4.6
30.97692,-92.74581,8.8
30.9439,-92.8946,8.1
31.01,-92.88,1.3
30.95823,-92.80387,3.7
31.0051,-92.8254,19.6
30.97717,-92.79801,3.3
30.95733,-92.80272,6.6
30.96962,-92.81137,2.7
31.06628,-92.72968,0.75
31.00822,-92.82834,13.7
31.00822,-92.82834,11.04
31.00449,-92.832,3.0
30.92842,-92.74602,49.3
31.01463,-92.80379,0.9
30.92842,-92.74602,1.6
30.97872,-92.76984,2.1
30.94007,-92.74438,1.8
30.93246,-92.7258,6.7
30.92963,-92.79642,110.8
30.96976,-92.83602,14.0
30.9815,-92.76969,1.5
30.98432,-92.76974,1.2
31.01344,-92.9048,0.8
31.0785,-92.74683,16.4
30.98752,-92.76967,1.4
30.9383,-92.8669,1.8
30.96358,-92.76858,5.4
30.97298,-92.81493,0.75
30.95086,-92.89033,15.0
30.99623,-92.868,35.0
31.0743,-92.74954,4.9
30.93327,-92.74065,0.9
31.00067,-92.91148,0.5
31.01205,-92.82728,13.84
31.0148,-92.81435,14.6
30.98419,-92.7456,9.0
30.9773,-92.77272,11.6
30.9773,-92.77272,8.9
31.00821,-92.82835,14.0
31.0,-92.83333333,242.0
31.06611111,-92.87361111,45.0
31.025,-92.90777778,5.0
31.04444444,-92.90138889,681.0
30.978,-92.781,7.0
30.988,-92.8,3.4
31.06,-92.725,1.0
31.08,-92.75,4.9
30.93,-92.734,0.75
30.981,-92.812,0.5
30.959,-92.803,1.9
30.997,-92.86,19.0
31.001,-92.85,65.8
31.004,-92.726,0.75
30.978,-92.781,8.4
30.93565,-92.79597,0.25
30.986,-92.778,1.7
30.92956,-92.79737,0.75
30.96109,-92.80394,0.25
31.0264,-92.8703,2.5
30.92971,-92.76672,0.7
30.96095,-92.83652,0.25
30.95605,-92.8035,0.5
30.96,-92.836,5.03
30.92994,-92.76545,0.5
31.02666667,-92.89166667,114.0
31.04861111,-92.88416667,0.03
31.01438,-92.72257,1.16
30.969,-92.812,52.1
30.92932,-92.76803,19.3
30.971,-92.756,178.3
30.92984,-92.74081,2.73
30.95126,-92.81573,0.5
30.95188,-92.80049,0.5
30.95917,-92.80129,3.8
30.997,-92.803,30.0
30.957,-92.796,10.9
30.93,-92.739,2.4
30.93,-92.767,3.5
30.9849,-92.8092,0.5
30.92984,-92.74081,1.54
30.96,-92.805,1.6
30.956,-92.804,0.25
30.96,-92.804,7.4
30.943,-92.752,0.5
30.98567,-92.74967,0.75
30.952,-92.821,8.67
30.94705,-92.7673,0.25
30.94705,-92.7673,0.75
30.96565,-92.72444,8.15
30.93048,-92.79699,0.5
30.93954,-92.87438,2.04
30.95243,-92.86975,98.72
30.98,-92.853,24.4
30.98436,-92.78255,6.28
30.98547,-92.77795,1.5
30.959,-92.863,11.88
30.943,-92.767,0.5
30.943,-92.767,22.1
30.9536,-92.7684,2.8
30.969,-92.831,21.9
30.974,-92.84689,1.7
30.935,-92.741,1.56
30.968,-92.799,5.4
30.976,-92.782,16.0
31.04472222,-92.89333333,23.0
31.025,-92.89916667,0.15
30.94,-92.739,0.9
30.986,-92.737,5.05
30.977,-92.81,12.18
30.98633,-92.80855,21.36
30.98539,-92.75098,0.75
31.079,-92.749,11.89
30.953,-92.801,5.79
30.974,-92.811,2.27
30.93344,-92.76704,0.5
31.057,-92.844,9.2
30.998,-92.73,0.5
30.978,-92.776,16.95
30.955,-92.803,1.74
31.012,-92.812,5.9
30.96841,-92.83184,2.5
30.974,-92.813,0.5
30.943,-92.799,0.75
30.94582,-92.76702,0.75
30.972,-92.872,41.73
31.004,-92.827,58.9
30.9402,-92.87354,2.3
30.981,-92.742,0.5
31.045,-92.728,0.25
30.965,-92.806,84.2
30.95854,-92.8035,2.38
31.013,-92.811,9.0
30.999,-92.73,0.79
30.963,-92.839,2.4
30.98578,-92.76953,2.01
30.9749,-92.75379,24.7
30.961,-92.837,0.75
30.93377,-92.74202,3.99
31.04444444,-92.88833333,15.0
30.97625,-92.7695,2.4
30.999,-92.72,1.38
30.996,-92.723,1.16
30.997,-92.72,12.75
30.96,-92.803,8.84
30.97,-92.817,0.25
30.96,-92.876,7.55
30.97406,-92.80779,1.76
30.954,-92.845,0.58
30.95693,-92.80851,12.05
30.962,-92.876,21.28
30.954,-92.876,38.56
30.93,-92.752,1.08
30.93,-92.768,1.53
30.96122,-92.80396,0.25
