fire_name,grid_row,grid_col,fire_lat,fire_lon,min_dist_to_camera_m,min_dist_to_camera_km,detected
Baldwin_2024-CABDF-006762,1050,513,34.287328,-116.796694,1107.3,1.107,1
Baldy_2024-CAANF-242409,1043,432,34.200948,-117.677443,2545.6,2.546,1
Baldy_2024-CAMNF-000884,313,121,39.870035,-122.950811,2892.7,2.893,1
Banner_2024-CATNF-001676,424,279,39.287303,-120.828902,9914.2,9.914,1
Barbosa_2024-CAANF-242899,1039,416,34.205982,-117.856605,4604.1,4.604,1
Barlow_2024-CASQF-001046,871,393,35.635412,-118.460718,6713.2,6.713,1
Barrett_2024-CACNF-000708,1221,493,32.742937,-116.687551,8462.7,8.463,1
Base_2024-CABDF-012513,1057,476,34.15902,-117.179111,7211.7,7.212,1
Basin_2024-CASHF-000799,245,114,40.434962,-123.243252,14081.5,14.082,1
Basin_2024-CASNF-000731,724,365,36.864423,-119.101905,6844.2,6.844,1
Bass_2024-CAMMU-023926,670,337,37.277336,-119.54089,981.0,0.981,1
Bassetts_2024-CATNF-001538,402,306,39.53809,-120.581846,8398.3,8.398,1
Bautista_2024-CABDF-011458,1120,499,33.645127,-116.812359,3681.9,3.682,1
Bawdy_2024-CASNF-001693,688,362,37.172348,-119.220478,5393.3,5.393,1
Beach_2024-CASQF-001885,879,371,35.521866,-118.681968,3268.6,3.269,1
Beal_2024-CAFKU-012210,699,343,37.03715,-119.404295,4249.3,4.249,1
Bear_2024-CAANF-243255,1022,433,34.387444,-117.709373,2386.5,2.386,1
Bear_2024-CAMDF-000407,129,343,41.98159,-120.932867,17956.2,17.956,1
Bear_2024-CASKU-008015,193,267,41.25375,-121.632939,8971.3,8.971,1
Bear_2024-CASRF-000951,229,91,40.513506,-123.558562,11916.9,11.917,1
Bear_2024-CATNF-001251,403,338,39.599941,-120.213766,20738.1,20.738,1
Bear_2_2024-CAENF-031901,475,272,38.830172,-120.76908,4459.2,4.459,1
Bear_Dam_2024-CABDF-015192,1052,496,34.239266,-116.974899,7635.7,7.636,1
Bear_Lake_2024-CASTF-001903,566,331,38.169641,-119.866588,14786.3,14.786,1
Beardsley_2024-CASTF-002557,557,314,38.21135,-120.080177,4501.5,4.502,1
Bee_2024-CAKNF-005736,92,196,41.949609,-122.78091,18491.1,18.491,1
Bell_2024-CASTF-001979,565,327,38.169782,-119.91397,10778.0,10.778,1
Bench_2024-CACNF-002603,1212,520,32.869606,-116.419654,2519.6,2.52,1
Berry_2024-CASRF-001009,233,90,40.476778,-123.557186,12852.0,12.852,1
Big_2024-CAANF-243530,983,349,34.567527,-118.691572,3329.2,3.329,1
Big_2024-CASQF-000665,746,381,36.704821,-118.874162,13816.8,13.817,1
Billy_2024-CASNF-001544,681,362,37.233394,-119.237232,1695.2,1.695,1
Bingham_2024-CAKNF-006782,160,162,41.282753,-122.959252,35659.3,35.659,0
Bitter_2024-CAANF-244511,988,361,34.54742,-118.552148,15172.6,15.173,1
Bizz_2024-CALMU-003272,300,306,40.420539,-120.866488,9330.3,9.33,1
Black_2024-CAENF-020571,458,302,39.044104,-120.475543,11560.7,11.561,1
Black_2024-CAPNF-000439,372,276,39.730233,-121.007582,4433.2,4.433,1
Blackhawk_2024-CAPNF-000215,346,287,39.97992,-120.954815,3215.3,3.215,1
Blue_2024-CAANF-242070,1024,433,34.369864,-117.7053,1283.0,1.283,1
Blue_2024-CABDF-010473,1057,481,34.168109,-117.125644,3391.9,3.392,1
Blue_2024-CAKNF-005703,101,157,41.774971,-123.209222,34134.9,34.135,0
Blue_2024-CANEU-024723,425,297,39.318903,-120.621552,5257.5,5.257,1
Blue_2024-CASTF-001688,555,352,38.309915,-119.658771,34647.5,34.647,0
Blue_2024-CATNF-000587,420,297,39.362199,-120.635189,8911.2,8.911,1
Blue_2024-CATNF-001491,420,297,39.362199,-120.635189,8911.2,8.911,1
Bluff_2024-CABDF-012418,1055,497,34.21463,-116.958365,5904.6,5.905,1
Bluff_2024-CASNF-000709,717,368,36.931644,-119.085289,8705.7,8.706,1
Board_2024-CAMNF-001150,320,120,39.807545,-122.940688,4818.1,4.818,1
Bobcat_2024-CABDF-012662,1048,485,34.254635,-117.100476,4247.3,4.247,1
Boca_2024-CATNF-000758,426,342,39.409159,-120.106512,9028.2,9.028,1
Boise_2024-CASRF-000729,150,117,41.254707,-123.514869,15561.0,15.561,1
Bolam_2024-CASHF-000046,153,228,41.504796,-122.211434,13469.7,13.47,1
Borel_2024-CASQF-001362,880,371,35.513114,-118.679751,3442.7,3.443,1
Boulder_2024-CASQF-001251,751,390,36.679243,-118.763509,23932.2,23.932,1
Bouquet_2024-CAANF-242717,988,379,34.582666,-118.359087,8315.5,8.315,1
Bradley_2024-CASHF-000897,181,212,41.225631,-122.310859,461.2,0.461,1
Bragdon_2024-CASHF-000759,209,176,40.897511,-122.64154,16508.8,16.509,1
Bremer_2024-CASRF-000319,181,100,40.946507,-123.610406,12919.2,12.919,1
Brewer_2024-CASNF-000936,690,370,37.171332,-119.12711,11232.2,11.232,1
Bridge_2024-CAANF-243334,1038,425,34.231759,-117.762428,7618.7,7.619,1
Bridge_2024-CAKNF-002497,102,185,41.836639,-122.87766,27015.0,27.015,1
Brimstone_2024-CATNF-000879,446,279,39.096902,-120.768665,9411.7,9.412,1
Brook_2024-CABDF-008848,1039,453,34.275237,-117.46086,7718.5,7.718,1
Brooks_2024-CATNF-000530,401,343,39.628193,-120.161998,16932.9,16.933,1
Browns_2024-CABTU-017716,333,242,39.988817,-121.50791,4630.3,4.63,1
Browns_2024-CALNF-005269,333,242,39.988817,-121.50791,4630.3,4.63,1
Brubaker_2024-CALPF-002880,951,290,34.72829,-119.39505,20496.6,20.497,1
Buck_2024-CAANF-244182,1023,414,34.342774,-117.91081,13293.7,13.294,1
Bucks_2024-CAPNF-000224,349,275,39.926712,-121.083915,8048.5,8.049,1
Buena_2024-CAANF-242408,1018,375,34.311731,-118.338511,8316.4,8.316,1
Bug_2024-CAANF-242377,1026,391,34.272464,-118.150673,7920.0,7.92,1
Bull_2024-CASTF-001058,589,309,37.922572,-120.054237,7772.3,7.772,1
Bull_2024-CATNF-000923,420,320,39.41311,-120.373311,16068.6,16.069,1
Bunker_2024-CAENF-031192,458,312,39.066119,-120.362192,15426.4,15.426,1
Burro_2024-CAANF-241787,1035,419,34.246808,-117.832706,6753.9,6.754,1
Butte_2024-CAKNF-008406,137,246,41.685589,-122.050512,17554.4,17.554,1
Buttermilks_2024-CAINF-001887,684,420,37.324744,-118.586601,36212.4,36.212,0
Buzzard_2024-CATNF-001488,420,312,39.395474,-120.464436,8724.2,8.724,1
Cable_2024-CALPF-001257,896,234,35.090684,-120.123794,8869.9,8.87,1
Cachuma_2024-CALPF-002151,943,244,34.702208,-119.906648,8366.2,8.366,1
Cactus_2024-CABDF-013456,1046,512,34.320806,-116.815127,5224.5,5.225,1
Campfire_2024-CASQF-000561,857,382,35.736255,-118.611301,5829.7,5.83,1
Campground_2024-CAINF-001022,771,433,36.589364,-118.24476,9050.4,9.05,1
Canal_2024-CABDF-016192,1059,475,34.139585,-117.185875,7421.6,7.422,1
Canyon_2024-CAANF-243072,1023,384,34.2853,-118.231779,1896.8,1.897,1
Canyon_2024-CACNF-000183,1222,518,32.777746,-116.422635,6892.2,6.892,1
Canyon_2024-CAKNF-006803,120,158,41.615026,-123.135289,21396.7,21.397,1
Canyon_2024-CALPF-001838,939,294,34.841378,-119.379148,9129.7,9.13,1
Canyon_2024-CASHF-000754,210,135,40.787229,-123.112514,13535.5,13.536,1
Canyon_2024-CASTF-001749,580,297,37.974806,-120.211315,5069.3,5.069,1
Canyon_2024-CATMU-024403,458,328,39.101096,-120.180705,24606.0,24.606,1
Capitan_2024-CACNF-001149,1205,486,32.871887,-116.790725,10867.2,10.867,1
Capps_2024-CAENF-021415,502,291,38.638446,-120.482392,13688.2,13.688,1
Carmen_2024-CAPNF-000932,377,306,39.754525,-120.650588,5804.1,5.804,1
Carmen_2024-CATNF-001052,389,321,39.683931,-120.446054,9518.8,9.519,1
Cassel_2024-CASHU-011470,226,263,40.960133,-121.580364,18567.8,18.568,1
Castle_2024-CASNF-000932,716,390,36.985029,-118.844584,29358.0,29.358,1
Cattle_2024-CAANF-242372,1038,424,34.229876,-117.773121,8269.3,8.269,1
Cave_2024-CALPF-002253,968,249,34.494594,-119.79571,9790.3,9.79,1
Caves_2024-CAINF-000643,644,398,37.629809,-118.925544,9442.9,9.443,1
Cayuse_2024-CAKNF-002498,105,200,41.848152,-122.691873,12545.2,12.545,1
Cedar_2024-CABDF-006927,1131,515,33.576354,-116.621603,5207.3,5.207,1
Cedar_2024-CASRF-000606,194,97,40.827813,-123.602694,12150.4,12.15,1
Cemetery_2024-CAINF-001307,595,391,38.042887,-119.121916,33443.6,33.444,0
Center_2024-CAANF-241387,985,351,34.553968,-118.665811,6157.4,6.157,1
Chandler_2024-CAPNF-000653,349,291,39.963042,-120.900482,3470.9,3.471,1
Cherry_2024-CAANF-241157,965,343,34.713245,-118.795036,6977.9,6.978,1
Cherry_2024-CASTF-001057,589,320,37.946187,-119.93135,12348.9,12.349,1
Chilao_2024-CAANF-244171,1023,404,34.323727,-118.017842,11578.1,11.578,1
Chip_2024-CAKNF-000790,110,193,41.788,-122.757905,17577.3,17.577,1
Chipmunk_2024-CAKNF-006947,112,176,41.728593,-122.950705,16148.9,16.149,1
Cinder_2024-CASHF-000109,155,228,41.487618,-122.205189,14181.1,14.181,1
Circle_2024-CABDF-011098,1035,449,34.30301,-117.511703,10030.0,10.03,1
Cisco_2024-CATNF-000949,430,305,39.293354,-120.516996,4180.0,4.18,1
City_2024-CABDF-008910,1059,475,34.139585,-117.185875,7421.6,7.422,1
Clavey_2024-CASTF-001059,592,307,37.892198,-120.068929,7132.9,7.133,1
Claw_2024-CASNF-001572,710,377,37.011086,-119.002342,16188.8,16.189,1
Clear_2024-CAMDF-000244,132,316,41.89365,-121.242541,29906.6,29.907,1
Clear_2024-CATNF-001267,418,292,39.368361,-120.697551,8596.1,8.596,1
Clearwater_2024-CAANF-242776,987,370,34.573856,-118.457769,8371.9,8.372,1
Cleghorn_2024-CABDF-010652,1036,454,34.303482,-117.456163,10190.8,10.191,1
Cliff_2024-CASNF-000512,711,373,36.994212,-119.044199,12109.3,12.109,1
Cloud_2024-CAMDF-000692,147,391,41.933958,-120.312602,14608.8,14.609,1
Club_2024-CASRF-000156,181,99,40.943946,-123.621966,11997.3,11.997,1
Coarse_2024-CAANF-244555,996,367,34.489071,-118.470741,15979.8,15.98,1
Coast_2024-CALPF-001296,720,120,36.363827,-121.799505,10788.5,10.788,1
Coble_Spring_2024-CALNF-002129,238,283,40.903255,-121.312397,20227.9,20.228,1
Coffee_2024-CASRF-001103,145,112,41.284615,-123.589393,13782.8,13.783,1
Cold_2024-CAANF-244599,1030,419,34.290747,-117.842932,9084.4,9.084,1
Cold_2024-CASQF-001253,802,388,36.229373,-118.669125,16657.6,16.658,1
Cole_2024-CAENF-027933,522,309,38.504395,-120.227036,15251.3,15.251,1
College_2024-CAINF-001563,642,395,37.641162,-118.963762,6176.8,6.177,1
Coloma_2024-CATNF-001057,399,266,39.474138,-121.046049,5638.8,5.639,1
Con_2024-CAFKU-019749,738,367,36.746299,-119.046989,4498.0,4.498,1
Cone_2024-CAINF-001223,646,386,37.587911,-119.054479,5101.5,5.102,1
Connection_2024-CAINF-001054,615,402,37.890971,-118.950329,18458.4,18.458,1
Conrad_2024-CASHF-000596,211,140,40.79118,-123.051589,10142.3,10.142,1
Copper_2024-CAANF-242334,991,364,34.527021,-118.513564,15416.6,15.417,1
Copper_2024-CAKNF-007887,89,174,41.920387,-123.049225,39232.3,39.232,0
Coppins_2024-CATNF-000957,408,320,39.517105,-120.405778,22404.4,22.404,1
Cougar_2024-CABDF-010555,1048,503,34.287087,-116.907701,3383.7,3.384,1
Cougar_2024-CAKNF-005306,100,144,41.750578,-123.36475,43128.0,43.128,0
Cow_2024-CASQF-000568,881,369,35.500383,-118.699229,2439.3,2.439,1
Coyote_2024-CAINF-001280,692,421,37.256815,-118.556955,36515.9,36.516,0
Craigs_2024-CASRF-000026,80,93,41.789706,-124.028523,13202.8,13.203,1
Craigs_Access_2024-CASRF-000181,80,93,41.789706,-124.028523,13202.8,13.203,1
Crater_2024-CAINF-001082,635,394,37.700198,-118.991672,8098.4,8.098,1
Crater_2024-CASNF-000937,683,383,37.25896,-118.999643,21477.3,21.477,1
Creek_2024-CAANF-242047,1015,375,34.33805,-118.344829,5516.7,5.517,1
Creek_2024-CABDF-007154,1054,476,34.185439,-117.185006,6633.8,6.634,1
Creek_2024-CAINF-001185,635,389,37.689993,-119.047449,6606.4,6.606,1
Creek_2024-CAKNF-002761,90,143,41.833451,-123.40961,38350.1,38.35,0
Crest_2024-CAANF-241274,1028,401,34.274083,-118.039591,5749.5,5.749,1
Crozier_2024-CAAEU-022341,477,278,38.826252,-120.695924,5134.1,5.134,1
Crystal_2024-CATNF-000881,415,348,39.517615,-120.067387,5605.3,5.605,1
Cuesta_2024-CAPNF-001560,374,320,39.811641,-120.498578,3033.8,3.034,1
Curl_2024-CASHF-000768,210,219,40.993399,-122.139858,10002.7,10.003,1
Cyrus_2024-CASQF-001912,865,398,35.697779,-118.419537,1214.6,1.215,1
Dam_2024-CAANF-242212,1046,423,34.15767,-117.767544,3088.9,3.089,1
Dam_2024-CASRF-000556,246,96,40.380927,-123.446693,8097.1,8.097,1
Dark_2024-CAKNF-006777,166,161,41.228887,-122.951661,41517.4,41.517,0
Darling_2024-CAENF-030342,473,273,38.849726,-120.763199,5192.4,5.192,1
Deadman_2024-CAINF-001614,630,399,37.754001,-118.947849,9824.9,9.825,1
Deer_2024-CAINF-001323,640,426,37.721148,-118.622611,37213.3,37.213,0
Deer_2024-CALNF-003958,306,260,40.263476,-121.379482,6712.0,6.712,1
Deer_2024-CATMU-022426,446,345,39.242095,-120.019314,5796.2,5.796,1
Del_Sur_2024-CAANF-242021,989,375,34.566096,-118.399874,8465.9,8.466,1
Dell_2024-CABDF-011704,1039,454,34.277088,-117.450156,8384.7,8.385,1
Delonegha_2024-CASQF-001752,877,378,35.553269,-118.610427,10444.7,10.445,1
Desert_2024-CACNF-000097,1212,521,32.871338,-116.409115,2592.3,2.592,1
Dime_2024-CAANF-242179,1038,425,34.231759,-117.762428,7618.7,7.619,1
Dinkey_2024-CASNF-001040,702,365,37.056393,-119.153928,10729.1,10.729,1
Dodge_2024-CASTF-001338,561,320,38.189526,-120.00265,2716.0,2.716,1
Dog_2024-CATNF-000540,424,339,39.41999,-120.146043,10740.0,10.74,1
Dog_2024-CATNF-001401,425,339,39.411315,-120.143373,11107.4,11.107,1
Don_2024-CASQF-001286,740,398,36.791406,-118.700664,30452.2,30.452,1
Donahue_2024-CASRF-000457,137,122,41.378497,-123.499453,26556.2,26.556,1
Doski_2024-CAANF-244398,1022,383,34.292143,-118.244564,2719.2,2.719,1
Double_2024-CASTF-002437,548,327,38.317516,-119.957408,9201.7,9.202,1
Drink_2024-CAANF-243958,988,366,34.557247,-118.498534,11942.0,11.942,1
Duck_2024-CASTF-001404,530,330,38.480346,-119.96994,7222.6,7.223,1
Duckwall_2024-CASTF-001025,585,306,37.950858,-120.097951,2784.0,2.784,1
Dump_2024-CASNF-001076,645,335,37.490848,-119.62433,11146.3,11.146,1
E-1_Logan_2024-CALNF-006082,276,306,40.62794,-120.935095,4496.5,4.496,1
E-1_Martin_2024-CALNF-003136,279,306,40.602019,-120.926485,1722.6,1.723,1
E-3_2024-CALNF-005586,266,296,40.691526,-121.07977,18123.7,18.124,1
Eagle_2024-CALMU-002928,285,320,40.581793,-120.747289,13763.0,13.763,1
Eagle_2024-CALNF-006194,271,319,40.700574,-120.798788,15198.7,15.199,1
Eagle_2024-CAPNF-000654,379,306,39.737214,-120.645065,7413.1,7.413,1
Eagle_2024-CATNF-000988,425,301,39.327795,-120.576058,2727.9,2.728,1
Elk_2024-CAKNF-005252,100,144,41.750578,-123.36475,43128.0,43.128,0
Ellis_2024-CAENF-024318,515,300,38.545485,-120.346679,12002.6,12.003,1
Ember_2024-CAANF-244124,990,357,34.52201,-118.590737,13950.1,13.95,1
Emma_2024-CAANF-240327,1006,402,34.469172,-118.074561,1597.7,1.598,1
Enchanted_2024-CASRF-000253,184,99,40.918329,-123.612173,11135.8,11.136,1
Engineer_1_2024-CASQF-001166,869,393,35.652926,-118.465117,5452.4,5.452,1
Engineer_2_2024-CASQF-001167,869,393,35.652926,-118.465117,5452.4,5.452,1
Engineer_4_2024-CASQF-001169,869,393,35.652926,-118.465117,5452.4,5.452,1
Evergreen_2024-CASTF-002534,602,326,37.845963,-119.831539,10466.4,10.466,1
Fallen_2024-CATMU-024996,480,335,38.925343,-120.043392,41031.6,41.032,0
Falls_2024-CABDF-013114,1072,501,34.071971,-116.882718,7429.9,7.43,1
Falls_2024-CACNF-000358,1196,497,32.970792,-116.69141,8435.1,8.435,1
Far_2024-CASKU-007796,193,267,41.25375,-121.632939,8971.3,8.971,1
Fern_2024-CABDF-013311,1100,510,33.841079,-116.733176,2889.0,2.889,1
Fern_2024-CAPNF-000244,358,301,39.90774,-120.760601,8961.4,8.961,1
Fern_2024-CASHF-000787,171,227,41.347768,-122.167074,3402.5,3.402,1
Fiddle_2024-CATNF-001348,390,279,39.58141,-120.922987,7875.7,7.876,1
Fir_2024-CASHF-000698,170,220,41.33946,-122.25186,5020.5,5.021,1
Fir_2024-CASNF-000725,706,369,37.029682,-119.100219,10015.0,10.015,1
Five_2024-CAANF-243304,978,348,34.609343,-118.713112,2912.6,2.913,1
Flat_2024-CALNF-004249,239,264,40.850461,-121.530014,20487.5,20.488,1
Flat_2024-CALPF-000089,988,327,34.479856,-118.916435,16158.3,16.158,1
Flat_2024-CASQF-000728,880,371,35.513114,-118.679751,3442.7,3.443,1
Flat_Camp_2024-CALPF-001612,937,279,34.827853,-119.544842,16142.8,16.143,1
Fleischmann_2024-CALNF-002561,295,271,40.383798,-121.284682,11638.3,11.638,1
Flume_2024-CASHF-000822,194,206,41.099459,-122.340251,5029.2,5.029,1
Fly_2024-CAMNF-000926,313,114,39.852649,-123.03061,5651.7,5.652,1
Fordyce_2024-CATNF-000990,422,304,39.360438,-120.550083,2723.4,2.723,1
Forebay_2024-CAENF-026969,477,290,38.852918,-120.560366,2237.1,2.237,1
Forebay_2024-CAENF-028748,482,285,38.798509,-120.603435,5531.3,5.531,1
Forgay_2024-CAPNF-001231,331,296,40.129959,-120.893807,8002.4,8.002,1
Fork_2024-CAANF-242484,1038,424,34.229876,-117.773121,8269.3,8.269,1
Fork_2024-CABDF-005677,1039,449,34.267824,-117.50367,6054.7,6.055,1
Fort_2024-CAKNF-005171,90,155,41.863934,-123.268927,44367.7,44.368,0
Fox_2024-CALPF-001870,944,277,34.762572,-119.550401,21706.3,21.706,1
Fox_2024-CAMDF-000950,201,314,41.293841,-121.060142,14537.4,14.537,1
Fraser_2024-CALPF-002400,867,222,35.317423,-120.322139,8870.0,8.87,1
French_2024-CAANF-242303,975,345,34.629657,-118.751803,5851.4,5.851,1
French_2024-CATNF-000762,445,313,39.181018,-120.385649,11308.4,11.308,1
Frenchman_2024-CAANF-244116,977,345,34.61214,-118.747462,3978.9,3.979,1
Frying_Pan_2024-CAKNF-008910,98,145,41.770206,-123.359659,43101.3,43.101,0
Gabriel_2024-CAANF-242668,1038,415,34.212877,-117.869338,3206.9,3.207,1
Garlic_2024-CASNF-000716,722,377,36.906324,-118.974173,16911.2,16.911,1
Gate_2024-CAANF-244178,1034,416,34.24992,-117.866833,4255.5,4.255,1
Gateway_2024-CASKU-008878,174,215,41.293007,-122.297706,8012.6,8.013,1
Genesee_2024-CAPNF-000194,371,330,39.859736,-120.392206,7462.3,7.462,1
George_2024-CAINF-002041,645,390,37.604802,-119.012313,3451.0,3.451,1
Gilmore_2024-CATMU-031223,482,328,38.892833,-120.117384,40510.5,40.511,0
Glade_2024-CAINF-001979,654,418,37.58285,-118.67894,31638.0,31.638,1
Glass_2024-CAINF-000547,629,395,37.75458,-118.994909,5725.3,5.725,1
Glass_2024-CAMDF-000275,160,291,41.594218,-121.451905,13176.5,13.176,1
Glen_2024-CATMU-030944,485,331,38.873289,-120.07557,43259.3,43.259,0
Goat_2024-CAPNF-000340,340,288,40.034047,-120.960283,4671.0,4.671,1
Goat_2024-CASNF-000908,645,335,37.490848,-119.62433,11146.3,11.146,1
Gold_2024-CAANF-241424,1018,376,34.313674,-118.327816,8081.6,8.082,1
Gold_2024-CAPNF-000300,385,305,39.683047,-120.63995,10027.9,10.028,1
Golden_2024-CASQF-002007,817,406,36.133772,-118.438467,21066.0,21.066,1
Goose_2024-CASTF-000999,562,320,38.180837,-120.00009,3337.7,3.338,1
Grade_2024-CACNF-001239,1208,496,32.863048,-116.679842,11388.2,11.388,1
Grade_2024-CAKNF-002952,97,150,41.791444,-123.304406,41690.8,41.691,0
Graffiti_2024-CACNF-001011,1215,512,32.829201,-116.498501,6808.0,6.808,1
Granlibakken_2024-CATMU-030319,452,332,39.161853,-120.151198,17548.8,17.549,1
Grass_2024-CASTF-000851,563,321,38.174297,-119.986324,4751.8,4.752,1
Grassy_1_2024-CASRF-000448,76,106,41.857667,-123.89001,3272.2,3.272,1
Grassy_Flat_2024-CASRF-000629,76,104,41.852465,-123.913425,3929.0,3.929,1
Grays_2024-CASRF-001014,193,106,40.859334,-123.502035,19365.4,19.365,1
Green_2024-CABDF-011293,1040,446,34.253456,-117.533763,5430.3,5.43,1
Green_2024-CASNF-001198,645,371,37.565836,-119.223919,18121.1,18.121,1
Grey_2024-CASHF-000904,187,198,41.140092,-122.455048,13670.7,13.671,1
Grey_2024-CASNF-001571,655,340,37.414267,-119.544243,15863.5,15.864,1
Grider_2024-CAKNF-003315,96,143,41.782204,-123.389702,40441.6,40.442,0
Grider_2024-CAKNF-005709,101,157,41.774971,-123.209222,34134.9,34.135,0
Griffin_2024-CASRF-000861,71,119,41.933989,-123.754615,15252.4,15.252,1
Grizzly_2024-CASNF-001681,655,350,37.435158,-119.433184,20731.2,20.731,1
Grizzly_2024-CASTF-001646,569,350,38.183899,-119.645953,33671.7,33.672,0
Grove_2024-CASNF-001698,712,380,36.999723,-118.964479,19074.0,19.074,1
Gulch-Ref_3101_2024-CAANF-243107,988,360,34.545451,-118.56287,15227.2,15.227,1
Gulch_2024-CAANF-243101,988,360,34.545451,-118.56287,15227.2,15.227,1
Gypsum_2024-CABDF-016290,1071,504,34.086149,-116.852582,6498.3,6.498,1
H-2_Busters_2024-CALNF-005584,252,294,40.807805,-121.143647,21126.0,21.126,1
Hackamore_2024-CAMDF-000669,172,313,41.541777,-121.157769,14481.4,14.481,1
Haight_2024-CAKNF-005992,147,239,41.582847,-122.101403,13082.1,13.082,1
Hall_2024-CABDF-009898,1043,455,34.243742,-117.431457,6391.8,6.392,1
Hall_2024-CAKNF-004218,103,188,41.835542,-122.839209,24173.8,24.174,1
Halls_2024-CAMDF-000389,199,314,41.311103,-121.066035,12539.8,12.54,1
Hambone_2024-CASKU-008314,191,266,41.26862,-121.650654,6795.2,6.795,1
Happy_2024-CASQF-001285,733,396,36.848576,-118.738866,29887.1,29.887,1
Hard_2024-CAANF-241934,967,343,34.695732,-118.790675,7810.2,7.81,1
Harding_2024-CATNF-001046,399,330,39.617101,-120.315984,19972.7,19.973,1
Harris_2024-CAMDF-000518,197,325,41.353495,-120.943232,8691.2,8.691,1
Hartley_2024-CAINF-001179,625,391,37.781302,-119.049199,3799.2,3.799,1
Hathaway_2024-CAANF-243176,1017,375,34.320504,-118.340616,7365.7,7.366,1
Hawk_2024-CAPNF-000410,374,308,39.784956,-120.635989,2295.2,2.295,1
Hawkins_2024-CASRF-000904,189,102,40.8833,-123.561225,14342.4,14.342,1
Haypress_2024-CASTF-001351,553,344,38.310354,-119.75371,26815.2,26.815,1
Hazel_2024-CABDF-012873,1038,447,34.272907,-117.527082,7084.3,7.084,1
Headwaters_2024-CASTF-001965,580,324,38.032981,-119.909438,19578.4,19.578,1
Heather_2024-CASNF-001017,691,396,37.215469,-118.836622,35476.2,35.476,0
Heel_2024-CASHF-001031,219,219,40.916042,-122.112295,12120.1,12.12,1
Hennessy_2024-CASRF-000447,203,92,40.738156,-123.631106,17634.8,17.635,1
Hennessy_2_2024-CASRF-000592,195,103,40.834599,-123.53019,17573.2,17.573,1
Highway_2024-CACNF-001204,1108,444,33.651305,-117.420018,9038.8,9.039,1
Highway_2024-CAINF-001777,635,398,37.708342,-118.94704,10914.9,10.915,1
Highway_2024-CAKNF-003856,137,246,41.685589,-122.050512,17554.4,17.554,1
Highway_2024-CALPF-002498,958,239,34.560794,-119.925607,6110.4,6.11,1
Highway_2024-CASHF-000549,213,197,40.914477,-122.385812,4893.1,4.893,1
Hill_2024-CANEU-017006,404,254,39.403585,-121.168619,1731.2,1.731,1
Hill_2024-CASRF-000586,200,92,40.763774,-123.640856,14728.1,14.728,1
