fire_name,grid_row,grid_col,fire_lat,fire_lon,min_dist_to_camera_m,min_dist_to_camera_km,detected
BANDIDO_2021-CAANF-003414,1020,405,34.351984,-118.013347,14691.3,14.691,1
BARKER_2021-CATMU-021949,455,326,39.122765,-120.211363,24075.9,24.076,1
BARTLETT_2021-CAMNF-000517,401,115,39.10026,-122.75213,12452.6,12.453,1
BASIN__2021-CASHF-001223,248,112,40.404257,-123.256717,11009.6,11.01,1
BEACROFT_2021-CATNF-000932,440,300,39.195646,-120.546737,6683.8,6.684,1
BEAR_2021-CABDF-012148,1056,507,34.223736,-116.849385,1496.5,1.497,1
BEAR_2021-CAENF-022077,512,321,38.61725,-120.117963,15706.8,15.707,1
BEAR_2021-CASNF-000811,672,395,37.379338,-118.892459,30869.2,30.869,1
BEAR_2021-CASQF-002703,834,388,35.949431,-118.597191,11336.4,11.336,1
BEAR__2021-CASTF-001889,567,331,38.160947,-119.864048,15244.6,15.245,1
BEASORE_2021-CASNF-001628,651,352,37.474174,-119.420702,25068.1,25.068,1
BEDFORD_2021-CACNF-001343,1093,433,33.762988,-117.566561,6562.0,6.562,1
BEEHIVE_2021-CASHF-001423,220,194,40.847088,-122.398917,8506.2,8.506,1
BEE_2021-CALPF-001234,867,210,35.291411,-120.451616,12936.5,12.937,1
BEE__2021-CAANF-003546,987,369,34.571897,-118.468495,9041.0,9.041,1
BELLEVUE_2021-CAENF-027012,470,324,38.988277,-120.194296,32381.6,32.382,0
BELL_2021-CASTF-001929,566,324,38.154665,-119.945044,8994.4,8.994,1
BENJAMIN_2021-CAKNF-008663,98,141,41.76003,-123.40649,39537.1,39.537,0
BERRY_2021-CAKNF-006872,110,172,41.735708,-123.004063,18962.6,18.963,1
BICHOTA_2021-CAANF-003154,1033,418,34.262493,-117.84749,6487.2,6.487,1
BIGFORD__2021-CATNF-002271,416,334,39.478476,-120.224479,15799.2,15.799,1
BIG_2021-CAANF-003078,983,350,34.569509,-118.680849,4086.8,4.087,1
BIG_2021-CASTF-000968,534,317,38.417579,-120.105844,8949.4,8.949,1
BIG_PINE_2021-CABDF-018139,1043,494,34.314956,-117.013863,13467.8,13.468,1
BILLY_2021-CATNF-000961,423,337,39.42431,-120.171514,12406.2,12.406,1
BLACK_2021-CATMU-027020,458,328,39.101096,-120.180705,24606.0,24.606,1
BLIND_HORSE_2021-CAKNF-004511,181,146,41.063,-123.077806,39584.0,39.584,0
BLOOMFIELD_2021-CASTF-001865,528,343,38.525564,-119.828694,19799.9,19.8,1
BLUE_2021-CABDF-007800,1036,454,34.303482,-117.456163,10190.8,10.191,1
BLUE_2021-CAKNF-004604,100,159,41.788569,-123.189077,33778.3,33.778,0
BLUE_2021-CASNF-000717,702,355,37.035829,-119.264486,11560.1,11.56,1
BLUE__2021-CABDF-000924,1041,453,34.257641,-117.456856,6293.2,6.293,1
BLUFF_2021-CABDF-010602,1054,499,34.227035,-116.938898,4101.1,4.101,1
BLUFF_2021-CATNF-001775,425,279,39.278651,-120.826153,9372.9,9.373,1
BONANZA_2021-CASHF-001209,188,183,41.094803,-122.626215,25425.7,25.426,1
BONITA_2021-CARRU-007737,1115,512,33.712276,-116.683529,6421.4,6.421,1
BORDER_2021-CAKNF-006431,171,160,41.183581,-122.947292,46009.2,46.009,0
BORDER_2021-CAMDF-000575,173,286,41.470541,-121.47123,4903.0,4.903,1
BOULDER_2021-CABDF-009125,1055,505,34.228975,-116.872728,1884.3,1.884,1
BOULDER_2021-CAKNF-005025,171,174,41.218344,-122.784539,32410.8,32.411,0
BOUQUET_2021-CAANF-004280,991,372,34.542697,-118.427793,10975.5,10.976,1
BOX_2021-CAMDF-001391,206,327,41.280321,-120.893488,10252.3,10.252,1
BRADLEY_2021-CASHF-001067,183,240,41.275816,-121.978368,14726.7,14.727,1
BRANCH_2021-CAKNF-006399,77,140,41.936798,-123.48811,33893.5,33.893,0
BRIGHTMAN_2021-CASTF-000816,548,338,38.341053,-119.833837,19642.1,19.642,1
BRODER_2021-CASQF-001048,819,428,36.159262,-118.193285,16379.8,16.38,1
BROOKS_2021-CATNF-001615,399,340,39.638993,-120.20168,17011.2,17.011,1
BROOK_2021-CABDF-009087,1043,454,34.241894,-117.442156,6193.7,6.194,1
BROWNES_2021-CASTF-000628,566,312,38.128858,-120.079474,8531.2,8.531,1
BUCKSKIN_2021-CAENF-020954,509,303,38.604099,-120.328679,16288.6,16.289,1
BUG__2021-CAANF-003545,988,379,34.582666,-118.359087,8315.5,8.315,1
BURGSON_2021-CASTF-001908,544,328,38.354418,-119.956433,9190.3,9.19,1
BURNS_CANYON_2021-CABDF-012479,1054,517,34.259176,-116.746146,4827.3,4.827,1
BURNT_2021-CASHF-000913,199,107,40.810612,-123.471064,23111.3,23.111,1
Backbone_2021-CASHF-000119,238,216,40.745507,-122.089132,10604.5,10.604,1
Backbone_2021-CATNF-001424,413,279,39.382475,-120.859209,6422.2,6.422,1
Bambi_2021-CACNF-002605,1209,496,32.854215,-116.678003,12094.1,12.094,1
Barry_2021-CASRF-000380,272,105,40.18126,-123.26119,20485.9,20.486,1
Beek_2021-CACNF-000008,1085,428,33.824067,-117.635687,3035.0,3.035,1
Beskeen__2021-CAPNF-000184,349,288,39.956253,-120.934888,743.5,0.744,1
Binet_2021-CAPNF-001496,388,258,39.550964,-121.168026,11628.0,11.628,1
Black_Canyon_2021-CACNF-001645,1177,490,33.126169,-116.800572,3830.6,3.831,1
Bluff_2021-CASRF-000311,144,105,41.275189,-123.674008,11012.6,11.013,1
Bluff_2_2021-CASRF-000608,148,105,41.241051,-123.660799,7224.0,7.224,1
Bluff_Creek_2021-CASRF-000697,150,105,41.22398,-123.654201,5444.4,5.444,1
Bondo_2021-CASRF-000638,143,119,41.319596,-123.514615,20481.0,20.481,1
Bongo_2021-CACNF-001059,1165,496,33.242724,-116.759532,5982.2,5.982,1
Bridge_2021-CASRF-000498,137,122,41.378497,-123.499453,26556.2,26.556,1
Brown_2021-CACNF-003451,1208,495,32.861287,-116.690377,12137.1,12.137,1
Bunny_2021-CASHF-000994,170,223,41.34671,-122.216858,3061.3,3.061,1
Butter_2021-CAPNF-000639,342,284,40.007682,-121.000536,7916.3,7.916,1
Butterfly__2021-CAPNF-000054,343,285,40.001311,-120.986233,6610.1,6.61,1
CABBAGE_2021-CASTF-000141,534,314,38.411085,-120.13957,10919.1,10.919,1
CABIN__2021-CASTF-001179,535,312,38.398068,-120.159455,11129.7,11.13,1
CABLE_2021-CASHF-001304,258,107,40.306099,-123.282439,8190.3,8.19,1
CACTUS_2021-CABDF-012134,1062,508,34.172629,-116.82712,4695.6,4.696,1
CAJON_2021-CABDF-008480,1043,454,34.241894,-117.442156,6193.7,6.194,1
CALI_2021-CAANF-002044,1005,379,34.433554,-118.323101,5285.1,5.285,1
CALLBOX_2021-CAANF-003137,985,351,34.553968,-118.665811,6157.4,6.157,1
CAMPBELL_2021-CAKNF-006306,130,159,41.532,-123.091051,18927.8,18.928,1
CAMPUS_2021-CABDF-012440,1051,463,34.188074,-117.329962,3543.0,3.543,1
CAMP_2021-CAKNF-006616,160,194,41.361928,-122.586495,11234.3,11.234,1
CANYON_2021-CAANF-002503,975,347,34.633634,-118.730343,5610.4,5.61,1
CANYON_2021-CABDF-018227,1047,455,34.208544,-117.423473,5718.1,5.718,1
CANYON_2021-CAINF-001712,625,423,37.84614,-118.691556,33865.1,33.865,0
CANYON_2021-CATNF-000663,404,325,39.562778,-120.359554,24064.0,24.064,1
CARLON_2021-CASTF-002084,605,322,37.811351,-119.86863,6380.6,6.381,1
CARP_2021-CATNF-001479,428,331,39.367859,-120.226504,18566.9,18.567,1
CARRVILLE_2021-CASHF-001048,191,176,41.05186,-122.698039,26316.4,26.316,1
CARSON_2021-CAENF-013467,500,324,38.727922,-120.115436,27562.7,27.563,1
CARY_2021-CARRU-060063,1126,505,33.602839,-116.737248,10754.9,10.755,1
CASA_2021-CAINF-001862,656,425,37.579376,-118.596228,38876.1,38.876,0
CASCADE_2021-CASHF-001121,168,220,41.356636,-122.258091,6369.6,6.37,1
CASCADE_2021-CASTF-002673,550,325,38.295845,-119.974738,8758.6,8.759,1
CASH_2021-CAENF-026928,458,274,38.981826,-120.792601,4494.6,4.495,1
CASSIDY_2021-CASNF-001237,652,375,37.513036,-119.16252,17210.3,17.21,1
CASTAIC__2021-CAANF-001087,985,361,34.573714,-118.558582,12180.4,12.18,1
CASTELLA_2021-CASHF-000425,190,209,41.14108,-122.317792,2709.7,2.71,1
CASTLE__2021-CASHF-001012,189,211,41.154512,-122.297633,3151.1,3.151,1
CATHEDRAL_2021-CATMU-020670,481,333,38.912339,-120.063416,42522.4,42.522,0
CAT_2021-CAENF-020956,513,300,38.562834,-120.35194,12226.5,12.226,1
CEMENT_2021-CASHF-001184,163,195,41.338654,-122.565356,10153.3,10.153,1
CENTER_2021-CABDF-005836,1037,454,34.294684,-117.45416,9530.0,9.53,1
CENTOLA_2021-CABDF-006368,1026,447,34.378451,-117.551253,10358.3,10.358,1
CHALET_2021-CASTF-000664,561,320,38.189526,-120.00265,2716.0,2.716,1
CHALK__2021-CAINF-000767,640,403,37.674859,-118.879319,14280.1,14.28,1
CHAMBERS_2021-CAKNF-002724,97,142,41.771117,-123.398097,39966.9,39.967,0
CHAPMAN_2021-CATNF-001093,395,314,39.616468,-120.509666,11952.0,11.952,1
CHARLIE_2021-CAENF-017377,469,309,38.964158,-120.366837,22760.7,22.761,1
CHECK_2021-CABDF-012207,1035,452,34.308575,-117.479583,10713.9,10.714,1
CHERRY_2021-CAANF-002069,975,347,34.633634,-118.730343,5610.4,5.61,1
CHUCK_2021-CASNF-000904,713,380,36.990992,-118.962132,19104.1,19.104,1
CINDER_2021-CASHF-001207,179,275,41.393104,-121.581821,10559.6,10.56,1
CIRCLE_2021-CAMMU-021450,603,300,37.781527,-120.119009,3800.1,3.8,1
CITY_2021-CABDF-007289,1056,479,34.173284,-117.148993,4805.0,4.805,1
CLARK_2021-CASTF-001279,549,353,38.364219,-119.662692,34581.1,34.581,0
CLEARWATER_2021-CAANF-003677,987,369,34.571897,-118.468495,9041.0,9.041,1
CLEGHORN_2021-CABDF-001345,1040,454,34.268289,-117.448155,7701.8,7.702,1
CLOUD_2021-CAANF-003974,1023,412,34.338973,-117.93222,13195.8,13.196,1
CLOUD_2021-CABDF-009443,1052,467,34.186609,-117.285206,3209.7,3.21,1
CLYDE_2021-CASNF-001296,702,365,37.056393,-119.153928,10729.1,10.729,1
COCO_2021-CABDF-011273,1101,508,33.828713,-116.752592,659.0,0.659,1
CODY_2021-CAENF-020975,496,318,38.749616,-120.193663,31977.7,31.978,1
COLDWATER_2021-CABDF-012131,1053,468,34.179636,-117.272535,1798.0,1.798,1
COLD_2021-CASTF-002063,564,312,38.146231,-120.084606,7159.2,7.159,1
COLD_2_2021-CAENF-022391,496,299,38.708077,-120.408108,21884.9,21.885,1
CONTROL_2021-CABDF-009018,1111,505,33.735178,-116.765583,1758.8,1.759,1
COOP_2021-CAANF-000189,974,345,34.638415,-118.753975,6814.9,6.815,1
COYOTE_2021-CAANF-003754,980,351,34.597774,-118.676606,4351.0,4.351,1
COYOTE_2021-CAINF-001456,696,422,37.223838,-118.536612,36861.7,36.862,0
COYOTE_2021-CARRU-073166,1092,496,33.886707,-116.897661,8493.7,8.494,1
COYOTE_2021-CASTF-001875,559,333,38.234761,-119.86196,15350.7,15.351,1
COYOTE__2021-CAMDF-000839,145,308,41.763045,-121.2975,14965.1,14.965,1
CRABTREE_2021-CASTF-001340,564,331,38.187026,-119.871672,14039.5,14.04,1
CRAGS_2021-CASHF-001301,189,210,41.15209,-122.309266,3204.7,3.205,1
CRANDALL_2021-CASTF-001671,563,308,38.146273,-120.131981,10236.4,10.236,1
CRATER_2021-CAINF-000768,635,394,37.700198,-118.991672,8098.4,8.098,1
CRAWFORD_2021-CASQF-003061,820,391,36.077881,-118.595774,25520.4,25.52,1
CREEK_2021-CAKNF-006251,105,186,41.813443,-122.856192,24451.7,24.452,1
CREEK_2021-CALPF-002713,968,310,34.62056,-119.142547,17449.3,17.449,1
CREEK_2021-CARRU-059177,1132,502,33.544583,-116.757817,12772.4,12.772,1
CREEK__2021-CABDF-000986,1054,500,34.22883,-116.928193,3165.8,3.166,1
CREST_2021-CASHF-001324,189,208,41.147242,-122.332529,4117.1,4.117,1
CRONAN_2021-CAKNF-006381,150,144,41.323197,-123.200965,40326.8,40.327,0
CROSSING_2021-CAINF-000543,649,421,37.632532,-118.657246,32977.8,32.978,0
CROWDER_2021-CAMDF-000588,157,364,41.787265,-120.602276,22089.9,22.09,1
CUDDY_2021-CALPF-000993,948,326,34.827917,-119.015068,1794.4,1.794,1
CUTOFF_2021-CAINF-000734,638,398,37.682166,-118.939867,9910.5,9.91,1
CUT_2021-CABDF-014987,1040,454,34.268289,-117.448155,7701.8,7.702,1
Caldor_2021-CAENF-024030,502,282,38.618554,-120.583785,11169.4,11.169,1
Camino_2021-CACNF-000844,1212,490,32.817144,-116.735668,13057.8,13.058,1
Camp_2021-CACNF-000404,1210,493,32.8401,-116.707762,14956.5,14.956,1
Campbell_2021-CASRF-000869,173,99,41.012249,-123.648137,12792.9,12.793,1
Candy_2021-CACNF-001278,1112,442,33.612398,-117.433409,6456.4,6.456,1
Canfield_2021-CACNF-001536,1154,488,33.325589,-116.864848,2186.9,2.187,1
Canyon_2021-CAPNF-001053,347,329,40.0654,-120.469688,14020.9,14.021,1
Canyon_2_2021-CAPNF-001242,325,281,40.147729,-121.083288,7076.2,7.076,1
Cariso_2021-CACNF-000397,1108,445,33.653147,-117.409395,8419.6,8.42,1
Cat_2021-CACNF-001669,1209,494,32.850694,-116.69907,13546.3,13.546,1
Chance__2021-CAPNF-002868,365,285,39.811142,-120.924292,11756.9,11.757,1
Chaparral_2021-CACNF-002791,1127,442,33.480302,-117.404048,5742.1,5.742,1
Charlie_2021-CASHF-000725,218,195,40.866689,-122.393519,6887.7,6.888,1
China_2021-CASHF-000838,182,146,41.054441,-123.074604,38586.0,38.586,0
Cliff_2021-CASRF-000455,239,92,40.430599,-123.514971,13280.7,13.281,1
Clipper_2021-CAPNF-000484,390,257,39.531399,-121.173792,10802.1,10.802,1
Clough_2021-CAPNF-000570,352,291,39.937104,-120.892048,2741.1,2.741,1
Clover_2021-CAPNF-001851,361,331,39.948571,-120.408147,14305.5,14.306,1
Cobb_2021-CASRF-000378,282,110,40.108209,-123.172614,30102.9,30.103,1
Coldwater_2021-CAPNF-001374,353,313,39.977872,-120.636866,16818.4,16.818,1
Community__2021-CAPNF-000563,390,258,39.533685,-121.162398,11787.4,11.787,1
Corral_2021-CALPF-000734,951,290,34.72829,-119.39505,20496.6,20.497,1
Corral_2021-CASHF-000619,215,117,40.699172,-123.304246,8503.8,8.504,1
Corte_Madera_2021-CACNF-000407,1220,503,32.769315,-116.584157,3907.6,3.908,1
Creek_2021-CACNF-003652,1227,517,32.731813,-116.424133,11981.8,11.982,1
Creek_2021-CAPNF-001218,325,291,40.170489,-120.968299,9464.2,9.464,1
Creek_2021-CASHF-000371,185,240,41.258618,-121.972228,12803.7,12.804,1
Creekside__2021-CASRF-000262,181,98,40.941384,-123.633526,11088.9,11.089,1
Crescent__2021-CAPNF-000698,334,294,40.099501,-120.908321,4430.1,4.43,1
Crocker_2021-CAPNF-000394,365,329,39.909506,-120.420118,9909.1,9.909,1
Crocker_2021-CAPNF-001592,368,328,39.88131,-120.423358,7044.1,7.044,1
Curtis_2021-CALPF-000998,954,318,34.759248,-119.087738,10282.5,10.282,1
Cutler_2021-CAPNF-001251,359,291,39.876578,-120.872407,4283.0,4.283,1
DALE_2021-CASHF-000975,161,203,41.37539,-122.478369,2242.4,2.242,1
DALTON_2021-CAANF-003600,1044,416,34.162041,-117.846396,4275.6,4.276,1
DAMONS_2021-CAMDF-001193,171,311,41.545795,-121.184213,13407.2,13.407,1
DAM_2021-CAANF-004298,1024,388,34.284243,-118.186919,4867.2,4.867,1
DAVIS_2021-CAINF-001143,661,410,37.505654,-118.751583,28612.1,28.612,1
DEADFALL_2021-CASHF-001182,166,198,41.320271,-122.520926,8223.6,8.224,1
DEADWOOD_2021-CAENF-022441,517,330,38.593269,-120.00352,12549.8,12.55,1
DEAD_HORSE_2021-CASQF-001848,830,426,36.059011,-118.191008,7083.2,7.083,1
DECHAMBEAU_2021-CAINF-001645,596,385,38.021822,-119.186697,32685.5,32.686,0
DEER_2021-CABDF-012757,1059,494,34.173986,-116.982697,6678.5,6.679,1
DEER_2021-CAENF-019219,519,334,38.584499,-119.953261,13771.4,13.771,1
DEER_2021-CAKNF-005056,133,240,41.705528,-122.133405,12954.8,12.955,1
DEER_2021-CATNF-001386,423,278,39.293708,-120.843015,11310.5,11.31,1
DELAMAR_2021-CABDF-011509,1048,500,34.281703,-116.939839,5744.0,5.744,1
DEMOCRAT_2021-CASQF-002095,878,373,35.534594,-118.662483,5346.5,5.347,1
DERRY_2021-CALPF-002717,970,299,34.580664,-119.256001,11439.6,11.44,1
DEVORE_2021-CABDU-005483,1043,455,34.243742,-117.431457,6391.8,6.392,1
DEXTER_2021-CAINF-001695,626,406,37.803118,-118.87923,16865.6,16.866,1
DILLER_2021-CASHF-000552,160,216,41.415631,-122.329778,6043.9,6.044,1
DIMAS_2021-CAANF-001591,1046,423,34.15767,-117.767544,3088.9,3.089,1
DINKEY_2021-CASNF-001236,697,365,37.100012,-119.16581,14786.3,14.786,1
DIXIE_2021-CABTU-009205,348,249,39.875648,-121.384505,8963.7,8.964,1
DOGCREEK_2021-CASHF-001322,209,190,40.931777,-122.479349,3516.6,3.517,1
DOG_2021-CATNF-002107,426,338,39.400465,-120.152101,12437.8,12.438,1
DOME_2021-CAINF-002577,629,394,37.75254,-119.006074,4732.0,4.732,1
DOME_2021-CASQF-002669,823,396,36.061533,-118.534418,23746.2,23.746,1
DOME_2021-CASTF-001915,545,326,38.341435,-119.976336,7287.4,7.287,1
DONEY_2021-CASHF-000376,216,196,40.88629,-122.388119,5703.0,5.703,1
DORMER_2021-CAANF-001579,995,383,34.529047,-118.301352,5843.5,5.844,1
DOW_2021-CALNF-006059,269,318,40.715604,-120.816106,13566.9,13.567,1
DRAINAGE_HLRD_2021-CASQF-002363,739,370,36.743673,-119.011603,4177.3,4.177,1
DRY_2021-CAINF-000909,637,393,37.680712,-118.998033,6325.1,6.325,1
DRY_2021-CASQF-000964,881,403,35.567409,-118.330165,11639.4,11.639,1
DRY__2021-CAANF-003810,987,361,34.556185,-118.554292,14174.8,14.175,1
DUNCAN_2021-CATNF-001388,450,301,39.11122,-120.508393,3644.0,3.644,1
DURANGO_2021-CABDF-017332,1112,511,33.73698,-116.699828,4354.1,4.354,1
DUSTY_2021-CABDF-014102,1031,449,34.338194,-117.519748,14019.4,14.019,1
DUSY_2021-CASNF-001231,699,382,37.117273,-118.972925,24722.0,24.722,1
DUTCHMAN_2021-CALPF-002724,968,329,34.658948,-118.938758,13249.8,13.25,1
DUTCH_2021-CASQF-001862,869,391,35.64899,-118.48686,7236.0,7.236,1
Davis_2021-CAPNF-000778,373,321,39.822517,-120.48987,1758.2,1.758,1
Deer_2021-CASHF-000610,171,209,41.304199,-122.377014,9975.2,9.975,1
Diamond_2021-CAPNF-001240,330,305,40.158912,-120.793118,15086.5,15.087,1
Dog_2021-CAPNF-001397,364,275,39.797102,-121.041521,12444.4,12.444,1
Dotta_2021-CAPNF-001010,365,332,39.916127,-120.385698,12034.4,12.034,1
Dubakella_2021-CASHF-000711,270,118,40.230989,-123.118617,23134.2,23.134,1
Dutch_2021-CAPNF-001146,341,283,40.014051,-121.014842,9254.3,9.254,1
Duzen_2021-CASRF-000321,237,92,40.447692,-123.521381,12207.2,12.207,1
E-1_ASHURST_2021-CALNF-002490,261,306,40.757519,-120.978299,13010.6,13.011,1
E-1_CRATER_2021-CALNF-004410,275,296,40.61381,-121.053743,12276.6,12.277,1
E-1_INDIAN_2021-CALNF-003421,265,317,40.747915,-120.83917,9595.0,9.595,1
E-2_CAMP_TEN_2021-CALNF-002504,277,305,40.617029,-120.943802,3942.4,3.942,1
E-2_PINE_2021-CALNF-003748,281,290,40.548286,-121.105825,17048.8,17.049,1
E-2_STANFORD_2021-CALNF-003424,273,305,40.651586,-120.955299,7651.4,7.651,1
E-3_BOGARD_2021-CALNF-004419,282,286,40.530491,-121.149173,20694.1,20.694,1
E-3_GRAY_2021-CALNF-003750,275,282,40.581728,-121.215714,13834.3,13.834,1
E-5_BUTTE_LAKE_2021-CALNF-004442,269,277,40.621979,-121.291027,8024.7,8.025,1
E-6_ANTELOPE_2021-CALNF-004457,277,299,40.603379,-121.013254,8717.3,8.717,1
EAGLE_2021-CASHF-000460,178,183,41.180551,-122.657713,27374.8,27.375,1
EAGLE_2021-CATMU-018004,476,329,38.947076,-120.121836,39206.3,39.206,0
EARLY__2021-CASTF-002235,596,316,37.876773,-119.9583,5044.8,5.045,1
EAST_2021-CAANF-003356,1037,425,34.240549,-117.764463,8431.3,8.431,1
EAST_2021-CAENF-020980,494,320,38.77132,-120.176325,33704.0,33.704,0
EAST_2021-CAKNF-006415,159,154,41.271321,-123.055538,39062.8,39.063,0
EAST_2021-CASHF-000646,210,134,40.784723,-123.124062,14187.2,14.187,1
ECHO_2021-CALNF-003471,292,283,40.437281,-121.154929,21361.9,21.362,1
ECHO_2021-CATMU-021480,491,334,38.827679,-120.025949,38111.9,38.112,0
EDDY_2021-CASHF-000952,160,204,41.386413,-122.469851,2123.3,2.123,1
ELAM_2021-CALNF-003064,310,242,40.187131,-121.57481,6415.9,6.416,1
ELAM_2021-CALNF-004040,308,254,40.232315,-121.442697,11651.5,11.651,1
ELK_2021-CAKNF-002454,105,149,41.720544,-123.289726,36906.0,36.906,0
EMIGRANT_2021-CAANF-003521,972,345,34.655931,-118.758321,8766.4,8.766,1
EMMA_2021-CAANF-003237,1011,400,34.421441,-118.085577,6799.0,6.799,1
ERNST_2021-CAMMU-006886,609,298,37.72508,-120.126033,2541.0,2.541,1
ESCAPE_2021-CABDF-008798,1045,506,34.318899,-116.881372,5733.2,5.733,1
ESCONDIDO_2021-CAANF-003542,1001,382,34.474471,-118.299401,10136.1,10.136,1
EVERETT_2021-CASHF-001127,167,216,41.355535,-122.307884,10018.3,10.018,1
East_Grade_2021-CACNF-001220,1157,489,33.300899,-116.848613,991.5,0.991,1
Echo_2021-CASHF-000897,183,199,41.176857,-122.455923,13157.5,13.158,1
Eight_2021-CACNF-003271,1210,492,32.838337,-116.718293,15229.0,15.229,1
Evans_2021-CAPNF-001358,328,302,40.169447,-120.833268,14014.8,14.015,1
FAIRCHILD_2021-CAMDF-000597,173,346,41.608444,-120.76732,17203.8,17.204,1
FALLS_2021-CASHF-001063,197,106,40.825157,-123.489077,21176.6,21.177,1
FALL_2021-CAANF-003791,1023,391,34.2988,-118.15692,8000.2,8.0,1
FAULKSTEIN_2021-CAKNF-004573,107,159,41.728718,-123.166102,28237.2,28.237,1
FAWN_2021-CASHU-010480,235,199,40.730381,-122.294899,7833.4,7.833,1
FIFTEEN_2021-CABDF-017313,1032,456,34.342374,-117.442759,12264.0,12.264,1
FISH_2021-CAKNF-006421,168,160,41.209269,-122.956886,43751.2,43.751,0
FIVE_2021-CAANF-000825,985,351,34.553968,-118.665811,6157.4,6.157,1
FLATS_2021-CABDF-009477,1134,531,33.577847,-116.445997,6364.8,6.365,1
FLAT_2021-CAINF-000056,707,428,37.139549,-118.444769,30552.6,30.553,1
FLAT_2021-CASHF-000907,168,221,41.359054,-122.246421,5770.1,5.77,1
FLAT__2021-CAANF-000125,988,352,34.529661,-118.648626,9106.1,9.106,1
FLETCHER_2021-CABDF-015945,1136,514,33.530461,-116.622883,2841.9,2.842,1
FLINT_2021-CABDF-017383,1100,510,33.841079,-116.733176,2889.0,2.889,1
FORD_2021-CAINF-001461,696,428,37.235734,-118.470035,31381.5,31.382,1
FORESTHILL_2021-CATNF-001677,448,282,39.0863,-120.729218,10252.6,10.253,1
FOREST_2021-CATCU-006215,552,287,38.196024,-120.395722,3999.4,3.999,1
FORK_2021-CABDF-003725,1041,448,34.248374,-117.510357,3995.0,3.995,1
FOX_2021-CALNF-002007,282,310,40.585161,-120.871594,3379.0,3.379,1
FRASER__2021-CASTF-002126,562,314,38.167918,-120.067333,4368.1,4.368,1
FRENCH_2021-CAKNF-005037,172,138,41.119916,-123.199521,39837.6,39.838,0
FRESNO_2021-CASNF-001333,701,365,37.065117,-119.156302,11660.4,11.66,1
FULLER_2021-CATNF-001066,422,295,39.340426,-120.652483,8648.8,8.649,1
