fire_name,grid_row,grid_col,fire_lat,fire_lon,min_dist_to_camera_m,min_dist_to_camera_km,detected
Bear_2023-CAKNF-004811,136,149,41.455527,-123.188217,29904.0,29.904,0
Bear_2023-CASHF-000664,189,135,40.966938,-123.17961,32642.1,32.642,0
Bear_2023-CASTF-001093,530,324,38.467432,-120.037461,2574.5,2.575,1
Beard_2023-CASTF-001777,558,315,38.204821,-120.066395,3115.1,3.115,1
Beckwourth_2023-CAPNF-001324,376,323,39.800962,-120.458727,3340.3,3.34,1
Beeler_2023-CAMDF-000215,178,317,41.499208,-121.093013,9231.0,9.231,1
Belden_2023-CAPNF-000783,337,263,40.00287,-121.255662,7431.2,7.431,1
Bell_2023-CASTF-001536,562,328,38.197996,-119.910402,10609.1,10.609,0
Belle_2023-CAKNF-005208,156,158,41.307007,-123.018652,34271.9,34.272,0
Bennett_2023-CASTF-001602,552,340,38.310542,-119.801183,22719.0,22.719,0
Berg_2023-CAPNF-000600,359,295,39.885597,-120.826577,6050.8,6.051,1
Berry_2023-CAKNF-006953,109,149,41.686359,-123.276559,34549.8,34.55,0
Berry_2023-CASRF-000641,186,88,40.873023,-123.732691,179.0,0.179,1
Bert_2023-CAANF-233335,979,348,34.600583,-118.710947,2068.8,2.069,1
Bert_2023-CALAC-339062,966,343,34.704489,-118.792855,7338.0,7.338,1
Betts_2023-CASRF-000949,286,94,40.033744,-123.34289,19874.1,19.874,0
Big_2023-CATNF-001293,432,301,39.267164,-120.557047,4354.9,4.355,1
Bigfoot_2023-CASRF-001084,137,101,41.324619,-123.743663,11597.1,11.597,0
Birdie_2023-CASHF-001077,188,120,40.937634,-123.356402,32059.9,32.06,0
Black_2023-CATMU-019832,458,325,39.094561,-120.214746,25934.4,25.934,0
Blackhawk_2023-CAPNF-001014,346,288,39.982186,-120.943343,3281.6,3.282,1
Blacksprings_2023-CASTF-001868,536,309,38.382877,-120.19057,12535.5,12.535,0
Blackwood_2023-CATMU-017918,458,325,39.094561,-120.214746,25934.4,25.934,0
Blake_2023-CASRF-000529,218,94,40.615143,-123.55951,15786.4,15.786,0
Blakes_2023-CAKNF-005203,158,159,41.292387,-123.000583,35379.8,35.38,0
Blands_2023-CAMNF-001263,306,113,39.910141,-123.063654,11127.9,11.128,0
Block_2023-CAKNF-007032,112,160,41.688479,-123.138029,23984.1,23.984,0
Blue_2023-CAKNF-004495,146,243,41.601049,-122.057657,15992.8,15.993,0
Blue_2023-CAMNF-000497,324,118,39.768296,-122.951186,8828.2,8.828,1
Blue_2023-CAPNF-001040,374,298,39.762585,-120.750427,8988.6,8.989,1
Blue_2023-CASHF-000550,199,136,40.883882,-123.136029,22788.1,22.788,0
Blue_Creek_2_2023-CASRF-000961,116,109,41.524392,-123.72043,26342.3,26.342,0
Blue_Jay_2023-CAKNF-009055,96,197,41.91783,-122.756189,16346.0,16.346,0
Bluff_2023-CAHUU-008538,151,105,41.215445,-123.650905,4622.7,4.623,1
Bluff__1_2023-CASRF-000957,127,108,41.42797,-123.695459,19517.6,19.518,0
Board_2023-CABDF-008676,1035,453,34.310428,-117.468875,11113.8,11.114,0
Boardman_2023-CASKU-005105,118,183,41.694667,-122.849285,11299.2,11.299,0
Boca_2023-CATNF-000400,428,343,39.393976,-120.089789,9709.0,9.709,1
Bolam_2023-CASHF-000752,149,225,41.53189,-122.25904,9887.7,9.888,1
Boles_2023-CAMDF-000553,158,339,41.722119,-120.893827,12318.0,12.318,0
Bon_2023-CAANF-233675,1034,416,34.24992,-117.866833,4255.5,4.255,1
Bone_2023-CASHF-001075,249,112,40.3957,-123.253551,10706.8,10.707,0
Bone_2023-CASTF-000896,579,323,38.039534,-119.923164,18753.5,18.754,0
Bonetti_2023-CAENF-020947,488,288,38.753167,-120.553509,10788.2,10.788,0
Bonfire_2023-CAANF-233475,1022,384,34.294077,-118.233871,2832.6,2.833,1
Bonita_2023-CABDF-006537,1042,449,34.241432,-117.497652,3115.0,3.115,1
Bordy_2023-CASHF-000559,214,124,40.725374,-123.226722,7501.2,7.501,1
Boulder_2023-CAKNF-006939,119,162,41.633634,-123.091785,18229.0,18.229,0
Boulder_2023-CAPNF-000491,329,323,40.207889,-120.588719,25205.6,25.206,0
Boundary_2023-CAINF-001798,645,387,37.598677,-119.045737,3725.3,3.725,1
Bourland_2023-CASTF-001609,572,325,38.104659,-119.918563,14392.9,14.393,0
Bowl_2023-CABDF-010494,1046,504,34.306504,-116.900867,4786.5,4.787,1
Bowman_2023-CATNF-000552,423,294,39.329538,-120.661126,8859.9,8.86,1
Box_2023-CAKNF-007204,120,154,41.604952,-123.182038,25148.2,25.148,0
Branch_2023-CASHU-004916,215,150,40.781844,-122.923412,8494.1,8.494,1
Bridge_2023-CASNF-001041,653,331,37.412778,-119.649068,8540.9,8.541,1
Bridge_2023-CASRF-000653,139,120,41.35631,-123.516142,23733.3,23.733,0
Brown_2023-CAKNF-006999,107,134,41.665323,-123.458548,39280.2,39.28,0
Browns_2023-CAKNF-007321,172,146,41.140022,-123.106682,47166.7,47.167,0
Brushy_2023-CASHF-000579,196,113,40.851498,-123.411479,26979.5,26.979,0
Bryant_2023-CABDF-001218,1066,489,34.103297,-117.022561,9436.7,9.437,1
Buck_2023-CAKNF-005054,85,120,41.81718,-123.695716,14959.7,14.96,0
Buck_2023-CASTF-001902,601,306,37.81184,-120.0572,6196.2,6.196,1
Buckeye_2023-CASHF-000895,191,175,41.049395,-122.709643,26946.9,26.947,0
Buckeye_2023-CATNF-000550,427,275,39.252349,-120.866087,7011.5,7.011,1
Bule_2023-CASHF-000872,248,120,40.424357,-123.164848,17778.6,17.779,0
Bull_2023-CASNF-001025,653,337,37.425394,-119.582453,14357.6,14.358,0
Bull_2023-CASRF-000796,129,125,41.454476,-123.490871,34344.4,34.344,0
Bumblebee_2023-CAKNF-004487,93,199,41.948481,-122.742394,15340.7,15.341,0
Bunny_2023-CASHF-000871,169,222,41.352883,-122.231638,4396.9,4.397,1
Burger_2023-CAINF-001346,605,386,37.945434,-119.153546,23633.1,23.633,0
Burgson_2023-CASTF-001632,543,329,38.365253,-119.947761,10219.6,10.22,0
Burma_2023-CAENF-015601,466,302,38.974767,-120.4541,18115.2,18.115,0
Burner_2023-CASRF-000752,232,89,40.482771,-123.571886,13745.3,13.745,0
Burney_2023-CAKNF-004138,117,146,41.610387,-123.285341,33688.7,33.689,0
Burst_2023-CASTF-001673,563,331,38.195719,-119.874215,13760.3,13.76,0
Bush_2023-CACNF-001967,1208,494,32.859526,-116.700911,12920.0,12.92,0
Buster_2023-CAKNF-009059,94,198,41.937438,-122.750912,15905.1,15.905,0
Butte_2023-CAMDF-000207,154,293,41.65058,-121.446597,12431.6,12.432,0
Butter_2023-CAPNF-000397,343,283,39.996768,-121.00918,7538.7,7.539,1
Calpine_2023-CATNF-000815,387,318,39.694619,-120.485827,9235.1,9.235,1
Camp_2023-CAANF-233354,1021,380,34.295112,-118.278739,4892.0,4.892,1
Campbell_2023-CASHF-000553,224,210,40.851434,-122.201311,16038.7,16.039,0
Cantilles_2023-CAANF-001169,994,369,34.510524,-118.453567,14871.9,14.872,0
Canyon_2023-CAKNF-007002,113,124,41.588533,-123.555454,38149.4,38.149,0
Cap_2023-CASRF-000281,144,117,41.305946,-123.534578,18269.6,18.27,0
Capitan_2023-CAKNF-007203,81,128,41.871897,-123.615439,21886.3,21.886,0
Car_2023-CABDF-010788,1040,454,34.268289,-117.448155,7701.8,7.702,1
Caraway_2023-CASHF-001104,182,121,40.99146,-123.364226,32177.6,32.178,0
Caribou_2023-CABDF-010960,1050,507,34.276621,-116.860976,2020.3,2.02,1
Caribou_2023-CABDU-010728,1050,507,34.276621,-116.860976,2020.3,2.02,1
Carman_2023-CATNF-000660,385,322,39.720792,-120.445542,5415.0,5.415,1
Carpenter_2023-CAMNF-000448,330,119,39.719328,-122.921414,14749.6,14.75,0
Carson_2023-CAENF-022008,503,325,38.704044,-120.096312,24616.7,24.617,0
Castle_2023-CABDF-009613,1053,497,34.232253,-116.962249,6321.4,6.321,1
Castle_2023-CASHF-000876,189,208,41.147242,-122.332529,4117.1,4.117,1
Cathederal_2023-CATMU-031777,484,331,38.88197,-120.07819,43756.2,43.756,0
Cedar_2023-CABDF-009605,1036,475,34.342102,-117.231224,12220.0,12.22,0
Cedar_2023-CAKNF-004741,135,255,41.724332,-121.951104,26744.5,26.744,0
Cedar_2023-CASRF-000964,78,105,41.838024,-123.894934,1733.1,1.733,1
Centola_2023-CABDF-008859,1027,448,34.371517,-117.53852,11603.7,11.604,0
Chain_2023-CASNF-001096,716,384,36.972905,-118.910898,23430.8,23.431,0
Chandler_2023-CAPNF-000407,347,289,39.975807,-120.929053,2791.8,2.792,1
Chantry_2023-CAANF-231944,1037,401,34.195038,-118.021004,1757.2,1.757,1
Cherry_2023-CASTF-001914,597,317,37.870222,-119.944607,5786.9,5.787,1
Chester_2023-CALPF-002951,967,239,34.482274,-119.904918,8530.3,8.53,1
Chief_2023-CATNF-001426,446,282,39.103615,-120.734661,11459.0,11.459,0
Chilcoot_2023-CAPNF-001372,377,351,39.853755,-120.13507,9167.8,9.168,1
China_2023-CASHF-001073,194,121,40.888866,-123.325489,27423.1,27.423,0
Christy_2023-CALMU-002809,285,313,40.566014,-120.828307,7546.0,7.546,1
Christy_2023-CALNF-002809,281,313,40.600588,-120.839725,5995.3,5.995,1
Cienaga_2023-CABDF-012339,1064,517,34.170999,-116.726982,2746.0,2.746,1
Claim_2023-CASTF-001955,599,307,37.831372,-120.051126,4445.9,4.446,1
Claire_2023-CAKNF-005153,175,134,41.084178,-123.236237,37807.1,37.807,0
Clear_2023-CAKNF-007163,141,140,41.390054,-123.276802,39983.4,39.983,0
Clear_2023-CASRF-001065,85,135,41.855714,-123.520016,29382.3,29.382,0
Cliff_2023-CASTF-001804,559,315,38.196135,-120.063827,2732.6,2.733,1
Club_2023-CAANF-233713,1017,371,34.312718,-118.383395,5545.2,5.545,1
Cobble_2_2023-CAENF-024342,467,313,38.990274,-120.326864,23419.3,23.419,0
Cold_2023-CAKNF-004306,114,232,41.849331,-122.287175,21627.9,21.628,0
Cold_2023-CASTF-001924,563,315,38.161387,-120.053562,4303.5,4.304,1
Comet_2023-CASNF-000573,632,318,37.568005,-119.845534,10259.1,10.259,0
Computer_2023-CAANF-001308,994,369,34.510524,-118.453567,14871.9,14.872,0
Coon_2023-CASRF-000966,84,102,41.779095,-123.909702,6316.1,6.316,1
Copper_2023-CAANF-001241,1000,390,34.498738,-118.215759,5394.8,5.395,1
Copper_2023-CASRF-001075,114,115,41.556903,-123.657137,32195.2,32.195,0
Corners_2023-CASTF-001161,609,320,37.772302,-119.880876,6647.8,6.648,1
Corral_2023-CASHF-001024,201,164,40.936517,-122.805639,28274.0,28.274,0
Corral_2023-CASRF-000946,64,100,41.944259,-124.001139,5398.0,5.398,1
Cosy_2023-CABDF-017722,1040,453,34.266439,-117.458857,6970.6,6.971,1
Cotton_2023-CASNF-000773,720,356,36.880881,-119.210639,9458.5,9.458,1
Cottonwood_2023-CASTF-001925,580,303,37.987808,-120.144267,3047.3,3.047,1
County_2023-CASHU-010642,215,175,40.843594,-122.634365,16591.8,16.592,0
Court_2023-CASNF-001594,699,381,37.115241,-118.983996,23875.3,23.875,0
Cove_2023-CAENF-017904,477,300,38.875008,-120.447335,12228.7,12.229,0
Cove_2023-CATNF-001036,417,344,39.491583,-120.107707,6218.2,6.218,1
Cow_2023-CAKNF-005188,147,143,41.346331,-123.222343,39650.6,39.651,0
Cow_2023-CASNF-001084,718,387,36.961505,-118.873074,26772.1,26.772,0
Cowtrack_2023-CAINF-001075,617,406,37.881652,-118.90078,20215.4,20.215,0
Coyote_2023-CABDF-CABDF8838,1054,502,34.232417,-116.906781,1558.6,1.559,1
Coyote_2023-CAINF-001308,689,428,37.296934,-118.486167,28983.9,28.984,0
Crab_2023-CASTF-001456,562,320,38.180837,-120.00009,3337.7,3.338,1
Crater_2023-CALNF-002767,273,295,40.628797,-121.071096,14117.0,14.117,0
Creek_2023-CAKNF-003961,93,164,41.861028,-123.153469,37674.1,37.674,0
Creek_2023-CAMDF-000611,194,382,41.507278,-120.283541,28067.9,28.068,0
Creek_2023-CASRF-001068,150,117,41.254707,-123.514869,15561.0,15.561,0
Crescent_2023-CASTF-001916,598,317,37.861529,-119.942078,5748.4,5.748,1
Crest_2023-CALAC-218192,1030,387,34.229647,-118.185103,6519.6,6.52,1
Crestview_2023-CAINF-001801,630,397,37.749931,-118.970179,7858.4,7.858,1
Cristo_2023-CALAC-236491,1019,396,34.343529,-118.111754,14030.5,14.03,0
Cromberg_2023-CAPNF-000763,365,306,39.85838,-120.683818,3249.6,3.25,1
Crown_2023-CASNF-000528,717,379,36.954039,-118.963801,18772.7,18.773,0
Crystal_2023-CAANF-233839,1026,421,34.329678,-117.829717,13250.4,13.25,0
Curl_2023-CASHF-000578,220,216,40.900244,-122.144024,15189.5,15.19,0
Dairy_2023-CAKNF-004502,87,172,41.932471,-123.079281,41456.7,41.457,0
Dark_2023-CAENF-022407,483,316,38.858056,-120.250496,28813.7,28.814,0
Davis_2023-CAANF-233978,1037,421,34.233008,-117.807237,8685.8,8.686,1
Davis_2023-CASNF-000361,721,362,36.884466,-119.142077,9137.7,9.138,1
Day_2023-CASHU-008936,203,272,41.179351,-121.544508,20050.9,20.051,0
Deacon_2023-CAKNF-008082,160,155,41.265266,-123.040689,39270.3,39.27,0
Deadhorse_2023-CALNF-002797,296,224,40.265473,-121.822867,13791.7,13.792,0
Deep_2023-CAMDF-001064,193,385,41.522554,-120.251146,30821.8,30.822,0
Deep_2023-CASHF-000973,198,154,40.937412,-122.93093,24821.8,24.822,0
Deer_2023-CASHF-001006,245,127,40.467569,-123.09387,13940.2,13.94,0
Deer_2023-CASTF-001613,612,314,37.733397,-119.940202,8258.7,8.259,1
Deerhart_2023-CALMU-004024,315,291,40.256899,-120.996741,3609.4,3.609,1
Del_2023-CALAC-238516,971,345,34.664689,-118.760495,9325.7,9.326,1
Del_2023-CALAC-370918,971,345,34.664689,-118.760495,9325.7,9.326,1
Delta_2023-CABDF-017370,1049,513,34.296143,-116.798621,2102.9,2.103,1
Democrat_2023-CASQF-001330,878,376,35.54055,-118.629924,8318.1,8.318,1
Den_2023-CAKNF-007072,98,177,41.850905,-122.984561,30056.6,30.057,0
Denny_2023-CASRF-000903,191,105,40.873872,-123.520073,17757.6,17.758,0
Devil_2023-CAKNF-007038,93,167,41.868583,-123.118272,36679.5,36.679,0
Dexter_2023-CAINF-001044,625,414,37.828026,-118.792198,24926.9,24.927,0
Diamond_2023-CASRF-000945,65,103,41.943572,-123.962564,8408.3,8.408,1
Dillon_2023-CAKNF-007348,105,121,41.649121,-123.617088,29694.2,29.694,0
Dillon_2023-CASNF-001392,648,334,37.462625,-119.628056,11333.0,11.333,0
Dinkey_2023-CASNF-001040,703,367,37.051766,-119.129438,10796.2,10.796,0
Dobyns_2023-CALMU-006017,306,304,40.364155,-120.872509,3023.2,3.023,1
Doe_2023-CASRF-000953,85,119,41.814602,-123.707422,14041.2,14.041,0
Dog_2023-CASHF-000984,209,194,40.941523,-122.432982,3167.1,3.167,1
Dome_2023-CASTF-001994,547,334,38.341202,-119.881335,15521.3,15.521,0
Donica_2023-CALMU-004727,199,306,41.292739,-121.159558,14518.7,14.519,0
Donkey_2023-CAKNF-007351,109,123,41.620115,-123.580415,34159.6,34.16,0
Doodlebug_2023-CASHF-000686,199,232,41.119124,-122.022488,4580.6,4.581,1
Doolittle_2023-CAKNF-008954,91,143,41.824911,-123.406288,38641.9,38.642,0
Double_2023-CASTF-001997,547,334,38.341202,-119.881335,15521.3,15.521,0
Doyle_2023-CASQF-001776,801,390,36.242103,-118.649486,17817.5,17.818,0
Druey_2023-CAKNF-004252,95,144,41.793291,-123.381304,40959.7,40.96,0
Dry_2023-CAANF-002149,990,357,34.52201,-118.590737,13950.1,13.95,0
Dry_2023-CAINF-001545,638,394,37.674026,-118.984483,6390.8,6.391,1
Dry_2023-CASQF-000835,883,403,35.549886,-118.325808,13420.5,13.421,0
Dry_2023-CASTF-001965,553,310,38.237444,-120.135332,10124.4,10.124,0
Duckwall_2023-CASTF-001920,583,309,37.974704,-120.069536,4423.8,4.424,1
Duncan_2023-CASHF-000513,238,132,40.540005,-123.058419,10268.8,10.269,0
Durrwood_2023-CASQF-001669,828,407,36.039439,-118.40309,13599.4,13.599,0
Dusty_2023-CAMDF-000234,177,298,41.463997,-121.318662,12531.0,12.531,0
Dutch_2023-CAKNF-007003,114,136,41.610633,-123.412034,44121.8,44.122,0
E-1_Schoonamaker_2023-CALNF-002969,262,301,40.737487,-121.033397,18000.3,18.0,0
E-2_Robbers_2023-CALNF-003013,270,282,40.624877,-121.230259,12946.5,12.946,0
Eagle_2023-CABDF-012594,1028,448,34.362722,-117.536504,11957.3,11.957,0
Earthquake_2023-CAINF-001590,638,394,37.674026,-118.984483,6390.8,6.391,1
East_2023-CAKNF-008114,159,155,41.273825,-123.043906,38461.0,38.461,0
East_2023-CASHF-000512,196,182,41.023738,-122.612706,18745.1,18.745,0
East_2023-CASNF-001397,651,356,37.482493,-119.376239,27778.8,27.779,0
East_2023-CATNF-001781,428,343,39.393976,-120.089789,9709.0,9.709,1
Edison_2023-CASNF-001072,669,392,37.399443,-118.932895,27429.9,27.43,0
Edison_2023-CASNF-001384,672,386,37.361064,-118.992436,26681.9,26.682,0
El_Cariso_2023-CACNF-000870,1108,445,33.653147,-117.409395,8419.6,8.42,1
Elliot_2023-CAKNF-006944,112,127,41.604748,-123.52375,38791.9,38.792,0
Emma_2023-CAANF-233880,1003,405,34.501259,-118.048646,3566.1,3.566,1
Emma_2023-CALAC-339561,1008,399,34.445859,-118.102544,4498.8,4.499,1
English_2023-CATNF-001273,405,305,39.509888,-120.585045,10822.5,10.823,0
Escondido_2023-CAANF-233956,1000,390,34.498738,-118.215759,5394.8,5.395,1
Etsel_2023-CAMNF-001222,323,109,39.75451,-123.056713,12796.5,12.796,0
Excelsior_2023-CANEU-016702,426,285,39.283456,-120.755235,4270.6,4.271,1
Exit_2023-CASHF-000333,221,199,40.850633,-122.337935,11493.6,11.494,0
Fairview_2023-CASHF-001248,207,169,40.897435,-122.728859,23417.7,23.418,0
Fallen_2023-CATMU-022772,482,334,38.905819,-120.049476,43217.6,43.218,0
Falls_2023-CASKU-006095,185,235,41.246665,-122.030519,12296.6,12.297,0
Falls_2023-CASTF-001664,582,315,37.996305,-120.005015,10422.5,10.422,0
Fast_2023-CABDF-010513,1046,504,34.306504,-116.900867,4786.5,4.787,1
Faulkstein_2023-CAKNF-005132,109,157,41.706574,-123.182958,28221.7,28.222,0
Fir_2023-CAINF-002072,638,394,37.674026,-118.984483,6390.8,6.391,1
First_2023-CAKNF-004376,95,144,41.793291,-123.381304,40959.7,40.96,0
Fish_2023-CAINF-001317,650,386,37.553017,-119.044895,8717.4,8.717,1
Fish_2023-CASTF-002295,564,320,38.16346,-119.994975,4966.6,4.967,1
Fisher_2023-CASTF-001961,553,314,38.246092,-120.090469,7563.8,7.564,1
Fishtown_2023-CAMNF-000884,308,118,39.905446,-123.000439,7347.5,7.348,1
Five_2023-CATNF-001031,448,324,39.179117,-120.252697,22270.8,22.271,0
Flat_2023-CAANF-002740,983,350,34.569509,-118.680849,4086.8,4.087,1
Flat_2023-CAENF-017405,459,278,38.982122,-120.744622,7146.7,7.147,1
Flat_2023-CALPF-002163,863,220,35.34791,-120.353332,4977.8,4.978,1
Flat_2023-CAMDF-000050,145,308,41.763045,-121.2975,14965.1,14.965,0
Flat_2023-CASHF-000942,168,222,41.361472,-122.234751,5293.0,5.293,1
Flat_2023-CASQF-002033,880,370,35.511125,-118.6906,2513.4,2.513,1
Flat_2023-CASRF-001064,152,120,41.245276,-123.473468,18047.9,18.048,0
Flat_2023-CASTF-000607,560,310,38.176653,-120.117294,7671.2,7.671,1
Flats_2023-CABDF-008695,1128,505,33.585191,-116.733482,11813.6,11.814,0
Flats_2023-CABDF-010793,1057,480,34.166293,-117.136338,4227.5,4.227,1
Fleming_2023-CAENF-021409,493,288,38.709834,-120.54016,15047.3,15.047,0
Flume_2023-CASHF-000703,191,206,41.125217,-122.349571,4805.8,4.806,1
Forest_2023-CATNF-000717,453,294,39.069722,-120.579667,10178.6,10.179,0
Fork_2023-CAANF-001661,1040,420,34.204754,-117.81181,5692.7,5.693,1
Fork_2023-CASRF-000645,188,99,40.884171,-123.599133,11199.7,11.2,0
Four_2023-CAKNF-004483,143,271,41.693577,-121.738505,37028.0,37.028,0
Francis_2023-CAANF-233122,988,365,34.555284,-118.509258,12738.2,12.738,0
Francis_2023-CAENF-022302,468,311,38.977218,-120.346854,23446.0,23.446,0
Franklin_2023-CAKNF-005103,106,174,41.774942,-122.993656,22374.9,22.375,0
Franklin_2023-CALAC-23215391,961,345,34.752259,-118.78228,5042.8,5.043,1
Franklin_2023-CALPF-001817,980,273,34.439808,-119.511906,7488.1,7.488,1
Frazier_2023-CASTF-001658,562,312,38.163603,-120.089742,6142.3,6.142,1
Freeway_2023-CAANF-232754,983,349,34.567527,-118.691572,3329.2,3.329,1
Frenchman_2023-CAPNF-000737,371,348,39.899239,-120.185733,15493.2,15.493,0
Friday_2023-CASRF-000890,187,98,40.890151,-123.613943,10055.1,10.055,0
Friend_2023-CASHF-000702,235,107,40.502851,-123.355466,5750.6,5.751,1
Frontage_2023-CABDF-007992,1059,475,34.139585,-117.185875,7421.6,7.422,1
Frying_2023-CAKNF-005107,99,147,41.766743,-123.332934,42354.5,42.354,0
Fuller_2023-CABDF-014299,1100,510,33.841079,-116.733176,2889.0,2.889,1
Fuller_2023-CATNF-001755,422,295,39.340426,-120.652483,8648.8,8.649,1
Gabriel_2023-CAANF-001433,1031,419,34.281959,-117.840885,8434.7,8.435,1
Gallagher_2023-CAPNF-000851,372,301,39.786615,-120.72165,5762.5,5.762,1
Garden_2023-CAKNF-007331,143,142,41.37801,-123.246995,38822.5,38.823,0
Gas_2023-CAANF-001520,995,370,34.503712,-118.44072,15409.1,15.409,0
Gerle_2023-CAENF-027748,468,310,38.975024,-120.358178,23071.3,23.071,0
Giant_2023-CASQF-001242,829,388,35.993182,-118.608376,16336.3,16.336,0
Gibson_2023-CAPNF-000955,373,283,39.73745,-120.924763,6487.1,6.487,1
Gifford_2023-CALPF-001190,896,239,35.101361,-120.069957,6352.7,6.353,1
Glass_2023-CAKNF-004674,155,276,41.602103,-121.643061,24771.4,24.771,0
Gleason_2023-CAANF-232639,1013,391,34.386579,-118.177792,13736.3,13.736,0
Gold_2023-CAKNF-007026,115,163,41.670363,-123.093129,19748.5,19.749,0
Gold_2023-CATNF-001290,387,298,39.650095,-120.714419,8601.7,8.602,1
